user_id,region,college,major,social_position,month,weekday,hour,DB
U0045,R01,C0003,M01,S001,3.0,7,23,DB048
U0036,R01,C0001,M04,S006,3.0,7,23,DB044
U0045,R01,C0003,M01,S001,3.0,7,23,DB031
U0042,R01,C0001,M05,S006,3.0,1,0,DB058
U0051,R01,C0001,M06,S006,3.0,4,14,DB055
U0051,R01,C0001,M06,S006,3.0,4,14,DB025
U0051,R01,C0001,M06,S006,3.0,4,14,DB025
U0052,R01,C0016,M10,S008,3.0,4,14,DB031
U0053,R01,C0001,UNKNOWN,S006,3.0,4,14,DB051
U0054,R01,C0001,M02,S006,3.0,4,15,DB051
U0054,R01,C0001,M02,S006,3.0,4,15,DB051
U0057,R01,C0001,M08,S005,3.0,4,15,DB048
U0058,R01,C0014,M04,S005,3.0,4,16,DB048
U0060,R01,C0018,M07,S004,3.0,4,16,DB039
U0059,R01,C0004,M08,S004,3.0,4,16,DB020
U0059,R01,C0004,M08,S004,3.0,4,16,DB020
U0014,R01,C0001,M02,S005,3.0,4,16,DB004
U0014,R01,C0001,M02,S005,3.0,4,16,DB004
U0061,R01,C0001,M06,S006,3.0,4,16,DB051
U0061,R01,C0001,M06,S006,3.0,4,16,DB060
U0061,R01,C0001,M06,S006,3.0,4,16,DB003
U0063,R01,C0015,M03,S004,3.0,4,16,DB065
U0064,R01,C0001,M03,S006,3.0,4,16,DB018
U0064,R01,C0001,M03,S006,3.0,4,16,DB031
U0063,R01,C0015,M03,S004,3.0,4,16,DB031
U0056,R01,C0006,M11,S008,3.0,4,16,DB020
U0001,R01,C0001,M04,S006,3.0,4,16,DB031
U0001,R01,C0001,M04,S006,3.0,4,16,DB048
U0001,R01,C0001,M04,S006,3.0,4,17,DB031
U0001,R01,C0001,M04,S006,3.0,4,17,DB031
U0048,R01,C0013,M08,S004,3.0,1,1,DB055
U0027,R02,C0010,M08,S005,3.0,1,1,DB048
U0066,R01,C0001,M05,S005,3.0,1,1,DB031
U0067,R01,C0001,M02,S006,3.0,1,3,DB060
U0026,R02,C0009,M07,S006,3.0,1,8,DB065
U0026,R02,C0009,M07,S006,3.0,1,8,DB031
U0070,R01,C0008,M09,S007,3.0,1,9,DB030
U0070,R01,C0008,M09,S007,3.0,1,9,DB020
U0070,R01,C0008,M09,S007,3.0,1,9,DB010
U0048,R01,C0013,M08,S004,3.0,1,9,DB018
U0030,R01,C0001,M11,S005,3.0,1,10,DB048
U0048,R01,C0013,M08,S004,3.0,1,10,DB051
U0048,R01,C0013,M08,S004,3.0,1,10,DB049
U0072,R01,C0001,M01,S006,3.0,1,11,DB031
U0069,R01,C0020,M01,S008,3.0,1,13,DB049
U0069,R01,C0020,M01,S008,3.0,1,13,DB049
U0072,R01,C0001,M01,S006,3.0,1,13,DB052
U0072,R01,C0001,M01,S006,3.0,1,13,DB056
U0072,R01,C0001,M01,S006,3.0,1,13,DB018
U0073,R01,C0001,M01,S006,3.0,1,13,DB044
U0072,R01,C0001,M01,S006,3.0,1,30,DB020
U0072,R01,C0001,M01,S006,3.0,1,13,DB020
U0072,R01,C0001,M01,S006,3.0,1,13,DB020
U0072,R01,C0001,M01,S006,3.0,1,30,DB020
U0035,R01,C0013,M08,S004,3.0,1,15,DB051
U0011,R01,C0001,M04,S006,3.0,1,16,DB048
U0073,R01,C0001,M01,S006,3.0,1,16,DB020
U0073,R01,C0001,M01,S006,3.0,1,16,DB020
U0073,R01,C0001,M01,S006,3.0,1,16,DB020
U0073,R01,C0001,M01,S006,3.0,1,16,DB020
U0003,R01,C0003,M01,S001,3.0,1,16,DB020
U0003,R01,C0003,M01,S001,3.0,1,16,DB020
U0003,R01,C0003,M01,S001,3.0,1,16,DB048
U0003,R01,C0003,M01,S001,3.0,1,17,DB030
U0003,R01,C0003,M01,S001,3.0,1,17,DB048
U0078,R01,C0005,M06,S008,3.0,5,0,DB048
U0078,R01,C0005,M06,S008,3.0,5,0,DB048
U0079,R01,C0024,M11,S004,3.0,5,0,DB031
U0031,R02,C0011,M02,S004,3.0,5,0,DB039
U0031,R02,C0011,M02,S004,3.0,5,1,DB037
U0031,R02,C0011,M02,S004,3.0,5,1,DB038
U0031,R02,C0011,M02,S004,3.0,5,1,DB077
U0081,R01,C0003,M01,S005,3.0,5,1,DB018
U0077,R01,C0001,M09,S005,3.0,5,1,DB044
U0078,R01,C0005,M06,S008,3.0,5,1,DB031
U0082,R01,C0001,M09,S006,3.0,5,1,DB031
U0082,R01,C0001,M09,S006,3.0,5,1,DB018
U0082,R01,C0001,M09,S006,3.0,5,1,DB018
U0083,R01,C0001,M05,S006,3.0,5,1,DB020
U0083,R01,C0001,M05,S006,3.0,5,1,DB020
U0084,R01,C0001,M11,S006,3.0,5,2,DB058
U0085,R01,C0018,M07,S004,3.0,1,11,DB039
U0086,R01,C0015,M03,S004,3.0,1,11,DB065
U0087,R01,C0005,M04,S004,3.0,1,13,DB031
U0087,R01,C0005,M04,S004,3.0,1,13,DB018
U0087,R01,C0005,M04,S004,3.0,1,13,DB018
U0063,R01,C0015,M03,S004,3.0,1,13,DB065
U0091,R01,C0001,M04,S006,3.0,1,14,DB031
U0091,R01,C0001,M04,S006,3.0,1,14,DB018
U0090,R01,C0006,M11,S004,3.0,1,14,DB010
U0044,R01,C0015,M03,S008,3.0,1,15,DB059
U0092,R01,C0006,M11,S004,3.0,1,15,DB060
U0092,R01,C0006,M11,S004,3.0,1,15,DB018
U0095,R01,C0006,M11,S003,3.0,1,16,DB014
U0096,R01,C0006,M11,S004,3.0,1,16,DB060
U0096,R01,C0006,M11,S004,3.0,1,16,DB060
U0096,R01,C0006,M11,S004,3.0,1,16,DB060
U0096,R01,C0006,M11,S004,3.0,1,16,DB060
U0044,R01,C0015,M03,S008,3.0,1,16,DB059
U0044,R01,C0015,M03,S008,3.0,1,16,DB059
U0098,R01,C0002,M09,S005,3.0,1,16,DB031
U0098,R01,C0002,M09,S005,3.0,1,16,DB048
U0098,R01,C0002,M09,S005,3.0,1,16,DB031
U0093,R01,C0014,M04,S005,3.0,1,16,DB031
U0093,R01,C0014,M04,S005,3.0,1,16,DB048
U0093,R01,C0014,M04,S005,3.0,1,16,DB048
U0099,R01,C0008,M09,S007,3.0,1,17,DB039
U0100,R01,C0025,M05,S004,3.0,1,17,DB048
U0100,R01,C0025,M05,S004,3.0,1,17,DB031
U0105,R01,C0015,M03,S004,3.0,1,19,DB065
U0106,R01,C0015,M03,S004,3.0,1,19,DB065
U0107,R01,C0002,M04,S005,3.0,1,19,DB018
U0108,R01,C0006,M11,S004,3.0,1,19,DB031
U0109,R01,C0015,M03,S004,3.0,1,19,DB065
U0110,R01,C0015,M03,S004,3.0,1,20,DB018
U0111,R01,C0001,M04,S006,3.0,1,20,DB031
U0112,R01,C0015,M03,S004,3.0,1,20,DB065
U0114,R01,C0015,M03,S004,3.0,1,22,DB065
U0115,R01,C0026,M03,S005,3.0,1,22,DB059
U0115,R01,C0026,M03,S005,3.0,1,22,DB065
U0116,R01,C0015,M03,S004,3.0,1,22,DB065
U0118,R01,C0001,M03,S006,3.0,1,23,DB031
U0118,R01,C0001,M03,S006,3.0,1,23,DB064
U0118,R01,C0001,M03,S006,3.0,1,23,DB048
U0121,R01,C0018,M07,S004,3.0,1,23,DB039
U0120,R02,C0028,M02,S004,3.0,1,23,DB048
U0120,R02,C0028,M02,S004,3.0,1,23,DB018
U0118,R01,C0001,M03,S006,3.0,1,23,DB048
U0044,R01,C0015,M03,S008,3.0,1,23,DB059
U0122,R01,C0027,M08,S005,3.0,1,23,DB060
U0030,R01,C0001,M11,S005,3.0,1,18,DB015
U0123,R01,C0007,M04,S005,3.0,1,19,DB031
U0124,R01,C0001,M11,S006,3.0,1,19,DB031
U0072,R01,C0001,M01,S006,3.0,1,20,DB031
U0003,R01,C0003,M01,S001,3.0,1,20,DB044
U0031,R02,C0011,M02,S004,3.0,1,20,DB039
U0032,R01,C0001,M01,S005,3.0,1,21,DB031
U0003,R01,C0003,M01,S001,3.0,1,21,DB048
U0125,R01,C0001,M03,S001,3.0,1,21,DB048
U0125,R01,C0001,M03,S001,3.0,1,21,DB018
U0126,R01,C0015,M03,S004,3.0,1,21,DB065
U0126,R01,C0015,M03,S004,3.0,1,21,DB065
U0127,R02,C0021,UNKNOWN,S001,3.0,1,22,DB031
U0127,R02,C0021,M09,S001,3.0,1,22,DB048
U0127,R02,C0021,M09,S001,3.0,1,22,DB048
U0127,R02,C0021,M09,S001,3.0,1,22,DB018
U0128,R01,C0029,M08,S005,3.0,1,22,DB010
U0003,R01,C0003,M01,S001,3.0,1,23,DB020
U0003,R01,C0003,M01,S001,3.0,1,23,DB020
U0048,R01,C0013,M08,S004,3.0,1,23,DB010
U0003,R01,C0003,UNKNOWN,S001,3.0,1,23,DB020
U0129,R01,C0030,M10,S002,3.0,1,23,DB018
U0129,R01,C0030,M10,S002,3.0,1,23,DB044
U0129,R01,C0030,M10,S002,3.0,1,23,DB020
U0129,R01,C0030,M10,S002,3.0,1,23,DB020
U0130,R01,C0013,M08,S004,3.0,1,23,DB051
U0129,R01,C0030,M10,S002,3.0,2,0,DB077
U0003,R01,C0003,M01,S001,3.0,2,0,DB048
U0003,R01,C0003,M01,S001,3.0,2,0,DB048
U0129,R01,C0030,M10,S002,3.0,2,0,DB077
U0131,R02,C0031,M07,S004,3.0,2,0,DB031
U0003,R01,C0003,M01,S001,3.0,2,1,DB031
U0132,R01,C0001,M05,S005,3.0,2,2,DB051
U0129,R01,C0030,M10,S002,3.0,2,2,DB020
U0091,R01,C0001,M04,S006,3.0,2,3,DB065
U0091,R01,C0001,M04,S006,3.0,2,3,DB031
U0133,R01,C0012,M09,S004,3.0,2,4,DB018
U0133,R01,C0012,M09,S004,3.0,2,4,DB031
U0068,R01,C0020,M01,S008,3.0,2,5,DB031
U0135,R01,C0032,M04,S005,3.0,2,8,DB057
U0136,R01,C0001,M03,S006,3.0,2,9,DB059
U0136,R01,C0001,M03,S006,3.0,2,9,DB059
U0139,R01,C0006,M11,S004,3.0,2,10,DB018
U0064,R01,C0001,M03,S006,3.0,2,10,DB048
U0005,R01,C0001,M08,S005,3.0,2,10,DB055
U0140,R01,C0006,M11,S004,3.0,2,10,DB058
U0140,R01,C0006,M11,S004,3.0,2,10,DB045
U0035,R01,C0013,M08,S004,3.0,2,10,DB055
U0140,R01,C0006,M11,S004,3.0,2,10,DB051
U0139,R01,C0006,M11,S004,3.0,2,10,DB031
U0035,R01,C0013,M08,S004,3.0,2,10,DB051
U0142,R01,C0001,M08,S006,3.0,2,11,DB060
U0142,R01,C0001,M08,S006,3.0,2,11,DB060
U0005,R01,C0001,M08,S005,3.0,2,11,DB051
U0143,R01,C0026,M03,S005,3.0,2,12,DB031
U0143,R01,C0026,M03,S005,3.0,2,12,DB031
U0144,R01,C0027,M08,S005,3.0,2,21,DB048
U0145,R01,C0001,M11,S006,3.0,2,21,DB026
U0146,R01,C0014,M04,S001,3.0,2,21,DB048
U0148,R01,C0001,M09,S006,3.0,2,23,DB031
U0148,R01,C0001,M09,S006,3.0,2,23,DB064
U0148,R01,C0001,M09,S006,3.0,2,23,DB031
U0148,R01,C0001,M09,S006,3.0,2,23,DB048
U0148,R01,C0001,M09,S006,3.0,2,23,DB048
U0014,R01,C0001,M02,S005,3.0,2,23,DB004
U0003,R01,C0003,M01,S001,3.0,2,23,DB048
U0003,R01,C0003,M01,S001,3.0,2,23,DB018
U0003,R01,C0003,M01,S001,3.0,2,23,DB031
U0149,R01,C0001,M01,S005,3.0,2,23,DB048
U0149,R01,C0001,M01,S005,3.0,2,23,DB048
U0149,R01,C0001,M01,S005,3.0,2,30,DB048
U0014,R01,C0001,M02,S005,3.0,2,23,DB004
U0150,R01,C0015,M03,S004,3.0,3,0,DB065
U0003,R01,C0003,M01,S001,3.0,3,0,DB048
U0003,R01,C0003,M01,S001,3.0,3,0,DB048
U0152,R01,C0004,M08,S004,3.0,3,1,DB020
U0152,R01,C0004,M08,S004,3.0,3,1,DB020
U0152,R01,C0004,M08,S004,3.0,3,1,DB048
U0153,R01,C0029,M08,S005,3.0,3,5,DB051
U0154,R01,C0001,M11,S006,3.0,3,5,DB046
U0155,R01,C0001,M05,S006,3.0,3,7,DB001
U0156,R01,C0001,M04,S006,3.0,3,7,DB048
U0156,R01,C0001,M04,S006,3.0,3,7,DB048
U0111,R01,C0001,M04,S006,3.0,3,8,DB031
U0157,R01,C0015,M03,S004,3.0,3,9,DB065
U0159,R01,C0001,M09,S005,3.0,3,9,DB029
U0084,R01,C0001,M11,S006,3.0,3,10,DB051
U0150,R01,C0015,M03,S004,3.0,3,10,DB065
U0160,R01,C0001,M03,S005,3.0,3,10,DB018
U0161,R01,C0001,M09,S006,3.0,3,10,DB031
U0161,R01,C0001,M09,S006,3.0,3,10,DB031
U0162,R01,C0003,M01,S005,3.0,3,10,DB020
U0162,R01,C0003,M01,S005,3.0,3,10,DB020
U0162,R01,C0003,M01,S005,3.0,3,10,DB020
U0163,R01,C0008,M09,S001,3.0,3,10,DB031
U0163,R01,C0008,M09,S001,3.0,3,10,DB031
U0163,R01,C0008,M09,S001,3.0,3,10,DB048
U0014,R01,C0001,M02,S005,3.0,3,11,DB004
U0155,R01,C0001,M05,S006,3.0,3,12,DB001
U0143,R01,C0026,M03,S005,3.0,3,12,DB065
U0143,R01,C0026,M03,S005,3.0,3,12,DB048
U0143,R01,C0026,M03,S005,3.0,3,12,DB048
U0164,R01,C0001,M08,S005,3.0,3,12,DB051
U0167,R01,C0017,M04,S005,3.0,3,12,DB048
U0167,R01,C0017,M04,S005,3.0,3,12,DB018
U0168,R01,C0033,M08,S002,3.0,3,13,DB048
U0036,R01,C0001,M04,S006,3.0,3,14,DB051
U0169,R01,C0001,M09,S006,3.0,3,15,DB031
U0149,R01,C0001,UNKNOWN,S005,3.0,3,15,DB048
U0155,R01,C0001,M05,S006,3.0,3,15,DB015
U0155,R01,C0001,M05,S006,3.0,3,15,DB015
U0155,R01,C0001,M05,S006,3.0,3,15,DB055
U0170,R01,C0003,M01,S005,3.0,3,16,DB051
U0171,R01,C0001,M11,S006,3.0,3,16,DB031
U0171,R01,C0001,M11,S006,3.0,3,16,DB031
U0061,R01,C0001,M06,S006,3.0,3,16,DB051
U0061,R01,C0001,M06,S006,3.0,3,16,DB060
U0061,R01,C0001,M06,S006,3.0,3,16,DB060
U0170,R01,C0003,M01,S005,3.0,3,30,DB030
U0036,R01,C0001,M04,S006,3.0,3,17,DB048
U0036,R01,C0001,M04,S006,3.0,3,17,DB048
U0158,R02,C0010,M08,S006,3.0,3,17,DB031
U0155,R01,C0001,M05,S006,3.0,3,17,DB055
U0155,R01,C0001,M05,S006,3.0,3,17,DB001
U0158,R02,C0010,M08,S006,3.0,3,17,DB038
U0158,R02,C0010,M08,S006,3.0,3,17,DB050
U0173,R02,C0034,M01,S005,3.0,3,17,DB031
U0157,R01,C0015,M03,S004,3.0,3,18,DB065
U0174,R01,C0003,M01,S005,3.0,3,18,DB048
U0174,R01,C0003,M01,S005,3.0,3,18,DB031
U0174,R01,C0003,M01,S005,3.0,3,18,DB048
U0015,R01,C0001,M01,S005,3.0,3,18,DB055
U0176,R01,C0035,M04,S004,3.0,3,19,DB018
U0177,R01,C0008,M09,S001,3.0,3,19,DB064
U0178,R01,C0001,M04,S005,3.0,3,19,DB020
U0178,R01,C0001,M04,S005,3.0,3,19,DB010
U0089,R01,C0001,M05,S006,3.0,3,20,DB048
U0089,R01,C0001,M05,S006,3.0,3,20,DB048
U0180,R01,C0001,M07,S001,3.0,3,20,DB039
U0089,R01,C0001,M05,S006,3.0,3,20,DB048
U0089,R01,C0001,M05,S006,3.0,3,20,DB048
U0181,R01,C0002,M07,S005,3.0,3,20,DB048
U0036,R01,C0001,M04,S006,3.0,3,20,DB051
U0070,R01,C0008,M09,S007,3.0,3,20,DB030
U0002,R01,C0002,M09,S005,3.0,3,21,DB031
U0183,R01,C0001,M09,S006,3.0,4,1,DB018
U0003,R01,C0003,M01,S001,3.0,4,1,DB048
U0184,R01,C0001,M05,S006,3.0,4,1,DB031
U0003,R01,C0003,M01,S001,3.0,4,1,DB031
U0003,R01,C0003,M01,S001,3.0,4,2,DB048
U0157,R01,C0015,M03,S004,3.0,4,8,DB065
U0137,R01,C0001,UNKNOWN,S006,3.0,4,8,DB031
U0034,R01,C0001,M02,S006,3.0,4,9,DB051
U0034,R01,C0001,M02,S006,3.0,4,9,DB003
U0172,R01,C0001,M09,S005,3.0,4,9,DB031
U0137,R01,C0001,M11,S006,3.0,4,10,DB031
U0188,R01,C0001,M08,S005,3.0,4,10,DB001
U0138,R01,C0001,M04,S006,3.0,4,10,DB031
U0005,R01,C0001,M08,S005,3.0,4,10,DB051
U0036,R01,C0001,M04,S006,3.0,4,10,DB044
U0189,R01,C0003,M01,S001,3.0,4,10,DB048
U0036,R01,C0001,M04,S006,3.0,4,10,DB021
U0036,R01,C0001,M04,S006,3.0,4,10,DB021
U0138,R01,C0001,M04,S006,3.0,4,10,DB077
U0010,R01,C0002,M06,S001,3.0,4,10,DB048
U0010,R01,C0002,M06,S001,3.0,4,10,DB031
U0190,R01,C0015,M03,S004,3.0,4,10,DB065
U0190,R01,C0015,M03,S004,3.0,4,10,DB065
U0191,R01,C0001,M04,S006,3.0,4,11,DB031
U0192,R01,C0001,M05,S006,3.0,4,11,DB031
U0192,R01,C0001,M05,S006,3.0,4,11,DB031
U0065,R01,C0006,M11,S008,3.0,4,11,DB048
U0065,R01,C0006,M11,S008,3.0,4,11,DB048
U0138,R01,C0001,M04,S006,3.0,4,11,DB048
U0034,R01,C0001,M02,S006,3.0,4,13,DB010
U0034,R01,C0001,M02,S006,3.0,4,13,DB060
U0034,R01,C0001,M02,S006,3.0,4,13,DB060
U0193,R01,C0001,M01,S005,3.0,4,13,DB031
U0061,R01,C0001,M06,S006,3.0,4,14,DB028
U0010,R01,C0002,M06,S001,3.0,4,14,DB031
U0054,R01,C0001,UNKNOWN,S006,3.0,4,14,DB036
U0089,R01,C0001,M05,S006,3.0,3,21,DB031
U0194,R01,C0015,M03,S004,3.0,3,21,DB065
U0195,R01,C0035,M04,S004,3.0,3,21,DB018
U0196,R01,C0016,M10,S008,3.0,3,22,DB020
U0196,R01,C0016,M10,S008,3.0,3,22,DB020
U0188,R01,C0001,M08,S005,3.0,3,22,DB001
U0178,R01,C0001,M04,S005,3.0,3,22,DB049
U0178,R01,C0001,M04,S005,3.0,3,22,DB060
U0178,R01,C0001,M04,S005,3.0,3,22,DB060
U0196,R01,C0016,M10,S008,3.0,3,22,DB051
U0036,R01,C0001,UNKNOWN,S006,3.0,3,22,DB031
U0070,R01,C0008,M09,S007,3.0,3,22,DB030
U0036,R01,C0001,M04,S006,3.0,3,22,DB051
U0150,R01,C0015,M03,S004,3.0,3,22,DB065
U0003,R01,C0003,M01,S001,3.0,3,22,DB048
U0036,R01,C0001,M04,S006,3.0,3,22,DB044
U0036,R01,C0001,M04,S006,3.0,3,22,DB030
U0037,R01,C0014,M04,S005,3.0,3,22,DB031
U0198,R01,C0025,M05,S004,3.0,3,22,DB044
U0196,R01,C0016,M10,S008,3.0,3,22,DB044
U0048,R01,C0013,M08,S004,3.0,3,22,DB048
U0196,R01,C0016,M10,S008,3.0,3,22,DB010
U0194,R01,C0015,M03,S004,3.0,3,23,DB065
U0196,R01,C0016,M10,S008,3.0,3,23,DB020
U0063,R01,C0015,M03,S004,3.0,3,23,DB065
U0201,R01,C0001,M03,S006,3.0,3,23,DB031
U0201,R01,C0001,M03,S006,3.0,3,23,DB031
U0201,R01,C0001,M03,S006,3.0,3,23,DB018
U0037,R01,C0014,M04,S005,3.0,3,23,DB048
U0037,R01,C0014,M04,S005,3.0,3,23,DB048
U0202,R01,C0004,M08,S004,3.0,3,23,DB031
U0203,R01,C0035,M01,S004,3.0,3,23,DB031
U0201,R01,C0001,M03,S006,3.0,3,23,DB065
U0204,R01,C0001,M09,S006,3.0,4,0,DB031
U0205,R01,C0015,M03,S004,3.0,4,0,DB065
U0206,R01,C0001,M07,S006,3.0,4,0,DB031
U0201,R01,C0001,M03,S006,3.0,4,0,DB048
U0201,R01,C0001,M03,S006,3.0,4,0,DB018
U0031,R02,C0011,M02,S004,3.0,4,0,DB002
U0194,R01,C0015,M03,S004,3.0,4,0,DB065
U0031,R02,C0011,M02,S004,3.0,4,0,DB038
U0207,R02,C0001,UNKNOWN,S007,3.0,4,0,DB031
U0208,R01,C0015,M03,S001,3.0,4,1,DB065
U0208,R01,C0015,M03,S001,3.0,4,30,DB065
U0032,R01,C0001,M01,S005,3.0,4,1,DB031
U0209,R01,C0001,M06,S005,3.0,4,1,DB038
U0114,R01,C0015,M03,S004,3.0,4,1,DB065
U0009,R01,C0001,M06,S005,3.0,5,23,DB031
U0082,R01,C0001,M09,S006,3.0,5,23,DB048
U0082,R01,C0001,M09,S006,3.0,5,23,DB048
U0212,R01,C0014,M04,S005,3.0,6,0,DB031
U0003,R01,C0003,M01,S001,3.0,6,0,DB030
U0213,R01,C0001,M05,S006,3.0,6,0,DB031
U0214,R01,C0013,M08,S004,3.0,6,0,DB001
U0214,R01,C0013,M08,S004,3.0,6,0,DB049
U0003,R01,C0003,M01,S001,3.0,6,0,DB020
U0003,R01,C0003,M01,S001,3.0,6,0,DB020
U0215,R01,C0024,M11,S004,3.0,6,0,DB031
U0003,R01,C0003,M01,S001,3.0,6,0,DB020
U0212,R01,C0014,M04,S005,3.0,6,0,DB048
U0212,R01,C0014,M04,S005,3.0,6,0,DB048
U0216,R01,C0001,M03,S006,3.0,6,0,DB031
U0217,R01,C0001,M05,S005,3.0,6,0,DB031
U0217,R01,C0001,M05,S005,3.0,6,0,DB064
U0218,R01,C0001,M08,S005,3.0,6,1,DB031
U0218,R01,C0001,M08,S005,3.0,6,1,DB048
U0218,R01,C0001,M08,S005,3.0,6,1,DB031
U0218,R01,C0001,M08,S005,3.0,6,1,DB048
U0219,R01,C0032,M04,S005,3.0,6,2,DB031
U0061,R01,C0001,UNKNOWN,S006,3.0,6,9,DB051
U0061,R01,C0001,M06,S006,3.0,6,9,DB060
U0061,R01,C0001,M06,S006,3.0,6,9,DB060
U0061,R01,C0001,M06,S006,3.0,6,9,DB003
U0061,R01,C0001,M06,S006,3.0,6,9,DB025
U0078,R01,C0005,M06,S008,3.0,6,9,DB031
U0222,R03,C0036,M10,S004,3.0,6,9,DB049
U0223,R01,C0001,M08,S006,3.0,3,10,DB048
U0224,R01,C0006,M11,S008,3.0,3,11,DB020
U0225,R01,C0001,M11,S005,3.0,3,11,DB031
U0091,R01,C0001,M04,S006,3.0,3,11,DB048
U0158,R02,C0010,M08,S006,3.0,3,11,DB051
U0014,R01,C0001,M02,S005,3.0,3,11,DB025
U0158,R02,C0010,M08,S006,3.0,3,11,DB060
U0014,R01,C0001,M02,S005,3.0,3,11,DB004
U0091,R01,C0001,M04,S006,3.0,3,11,DB022
U0014,R01,C0001,M02,S005,3.0,3,11,DB004
U0091,R01,C0001,M04,S006,3.0,3,12,DB030
U0091,R01,C0001,M04,S006,3.0,3,12,DB030
U0227,R01,C0037,M04,S005,3.0,3,12,DB052
U0091,R01,C0001,M04,S006,3.0,3,12,DB065
