user_id,city,age,reg_method,reg_date,ex_date,gender
13316,15,27,3,20150406,20181012,male
6085,18,33,7,20160111,20170708,male
7276,13,31,9,20120118,20160311,male
17143,6,54,9,20070131,20170304,male
5613,4,17,9,20110301,20170716,female
15867,15,27,4,20161218,20180902,male
15723,5,33,4,20160323,20170824,female
807,13,23,3,20120802,20171001,female
18779,5,0,7,20131007,20171125,female
6717,11,22,9,20110208,20171023,male
1115,4,0,4,20160615,20170926,female
545,1,17,3,20161212,20170726,male
21698,4,0,9,20040328,20170926,female
9469,1,0,3,20150316,20170930,female
15074,13,38,3,20150507,20171105,male
825,15,19,3,20130220,20180601,female
11582,5,41,7,20120525,20170916,male
1877,15,23,4,20151107,20151128,female
12809,5,17,4,20151009,20180313,male
6965,15,41,9,20070206,20180912,female
9706,14,38,9,20100412,20180208,male
12768,10,56,7,20120517,20170924,male
7705,5,0,3,20140305,20170922,female
9962,4,35,9,20101129,20171030,female
9823,22,29,9,20080531,20170930,male
21791,7,33,7,20110305,20171005,male
20477,4,26,7,20130727,20170930,male
19607,15,23,9,20140922,20171003,male
20446,1,28,4,20161121,20161219,male
19623,22,34,9,20070520,20171008,female
15876,1,0,7,20130629,20170916,female
18180,15,36,9,20050327,20170910,female
9065,1,0,3,20150123,20180205,male
19485,1,27,3,20170127,20170128,male
9756,18,18,9,20110708,20170917,female
2531,4,26,3,20150128,20170930,male
778,4,27,4,20161231,20170928,male
7235,15,51,9,20100310,20171002,female
2613,8,29,9,20120815,20170930,male
12033,22,0,3,20131025,20170907,male
12740,13,57,9,20111025,20170312,female
14431,15,17,4,20160212,20171001,male
17691,22,48,9,20161209,20180126,female
1837,6,0,9,20121125,20170914,female
24393,22,27,9,20090412,20180126,male
9016,18,25,3,20150402,20170930,male
14289,5,34,3,20111214,20170616,female
3957,15,33,3,20140622,20171004,male
1697,21,21,3,20150516,20171207,male
9693,18,27,7,20150227,20170930,female
17949,13,32,9,20130507,20180708,male
22000,12,29,9,20061016,20171031,female
4558,15,29,9,20110331,20180419,female
18399,13,26,9,20120823,20171007,male
5728,5,31,9,20110703,20170925,male
15091,15,24,9,20110725,20171028,male
11839,14,40,9,20061216,20170930,male
18247,10,30,7,20110112,20180219,female
5749,14,26,3,20140103,20170916,female
18181,1,52,3,20150921,20170616,female
15798,12,18,3,20140816,20161112,male
4140,15,22,3,20121202,20180213,female
13661,6,30,9,20141213,20170907,male
15589,4,23,4,20160813,20170918,male
11770,14,0,9,20050729,20171011,female
7751,13,44,9,20101118,20170908,female
6666,5,52,7,20131114,20170913,male
2939,22,22,9,20090828,20170915,female
7404,12,35,9,20071213,20171221,female
4041,13,23,3,20150510,20170914,female
3068,13,18,9,20130812,20180323,male
19058,4,37,3,20121115,20181022,female
6761,13,23,9,20130427,20180714,female
5450,12,33,7,20130124,20171005,female
21178,6,25,9,20100919,20150810,male
8868,15,20,3,20111230,20171013,female
5954,4,21,9,20160917,20171021,male
5723,13,24,9,20161212,20180129,male
11488,8,34,9,20111010,20170930,male
1033,1,22,3,20150312,20171004,male
20887,13,18,3,20120530,20161204,male
10720,18,21,9,20111023,20180520,male
10753,22,32,7,20130406,20170916,female
3633,18,28,9,20071112,20170910,male
21988,5,37,9,20080202,20170930,male
3899,4,19,7,20160130,20170930,male
14640,5,22,9,20090615,20170609,male
23647,5,19,3,20161201,20161204,female
16800,4,43,9,20150419,20171004,female
15336,13,45,9,20100109,20170927,female
21612,13,40,9,20110118,20170930,male
4404,13,30,7,20110319,20170917,male
15814,13,18,4,20151209,20170912,male
18061,22,52,9,20051029,20180104,female
1287,13,47,7,20130122,20170917,female
23679,18,37,3,20120616,20170925,female
7339,5,50,3,20120614,20171001,male
17175,13,43,9,20070629,20070710,male
6232,5,24,3,20130112,20170317,female
11662,15,24,3,20151003,20170910,male
20833,13,27,4,20161207,20161210,male
20808,13,40,9,20041212,20171011,female
6588,12,31,4,20160914,20170120,male
5291,22,24,3,20130322,20170926,male
314,8,30,3,20151227,20170927,male
1182,5,37,9,20140719,20171209,male
22806,5,17,4,20160227,20160410,male
13863,13,23,9,20150905,20180201,female
20182,5,34,4,20161206,20170102,male
20563,13,25,9,20100327,20170617,male
10888,4,23,9,20160305,20171026,female
16716,13,34,9,20070706,20180323,male
7704,15,44,9,20070401,20170611,female
5961,13,59,3,20141030,20180419,female
10721,6,30,9,20121221,20170921,female
18686,4,28,3,20120721,20170611,male
9414,5,18,9,20130806,20170830,female
22763,13,22,3,20130920,20170205,female
9015,22,23,9,20110125,20171004,female
5721,8,33,9,20090724,20170930,female
15588,13,27,9,20101120,20171024,female
18287,11,28,7,20120525,20170925,male
18371,15,45,9,20060318,20170930,male
11412,14,27,7,20140924,20170921,female
13700,20,29,9,20140120,20161222,male
19786,1,36,3,20161015,20161018,female
23125,4,35,3,20130102,20161215,male
3775,5,28,9,20060309,20170919,female
17133,15,0,4,20170121,20171017,male
5331,13,32,9,20140311,20170822,female
14515,13,0,3,20130208,20170811,female
8784,10,24,9,20100702,20170930,female
5456,12,24,3,20140110,20171019,female
15784,13,29,7,20121220,20170930,male
1888,15,38,9,20110325,20171028,male
1857,13,23,9,20150621,20170930,female
2138,5,26,3,20130120,20171204,female
12667,15,55,9,20111123,20170930,male
21162,13,49,9,20040402,20170222,male
3807,6,38,9,20100611,20170930,female
13968,13,39,7,20100511,20170824,male
12894,5,40,3,20140330,20180308,male
7805,15,22,3,20120718,20171028,female
9352,13,36,9,20080524,20171027,male
11341,5,20,3,20140323,20170923,female
8127,13,29,3,20120609,20171017,female
10811,4,30,7,20110307,20171008,female
755,22,27,4,20160225,20171006,female
3289,13,16,9,20110402,20170718,female
12019,13,28,9,20050101,20181018,female
20313,22,23,9,20120604,20171007,male
7427,1,26,3,20161118,20180102,female
20137,21,28,9,20150902,20170709,male
17151,22,26,9,20070909,20170907,male
17436,5,60,9,20080908,20170930,male
6792,4,39,9,20150910,20171103,female
4984,22,27,9,20130525,20170203,male
13340,13,24,7,20111022,20170908,female
766,4,26,9,20110831,20170710,male
7100,10,31,9,20070314,20171006,female
674,22,16,9,20150412,20180901,female
22991,4,20,3,20161110,20161117,female
7178,15,21,4,20160213,20171003,male
6517,5,0,9,20150420,20180102,female
11556,9,40,9,20100801,20171013,male
23427,17,65,9,20131215,20161003,male
21109,13,21,9,20080207,20160704,female
14638,22,31,3,20130711,20170920,male
451,6,28,3,20151118,20170910,male
10584,15,55,9,20090209,20171020,male
5964,14,26,9,20050707,20170909,female
19047,15,15,9,20120720,20171002,male
15854,1,20,4,20170108,20170126,female
9781,22,25,9,20101206,20170930,female
15381,5,33,9,20100506,20170616,male
2704,11,27,9,20100825,20171019,male
20510,18,34,9,20050925,20140516,female
4385,13,35,9,20140613,20170908,male
14222,4,21,9,20140823,20160907,male
3195,15,28,9,20101115,20170917,female
21790,1,0,4,20170106,20170128,female
15143,4,18,4,20160817,20170815,female
13951,13,45,9,20100315,20170917,male
74,22,30,9,20050921,20171004,male
24368,15,58,4,20170130,20170301,male
3949,12,28,9,20061023,20170914,male
14690,4,29,9,20111224,20170726,male
20271,6,34,9,20131128,20170328,male
4285,13,26,9,20040721,20170930,female
15803,4,17,7,20130120,20170910,female
16662,13,23,3,20140525,20170311,male
7216,5,18,3,20160126,20170708,male
13416,5,40,9,20111021,20160812,female
10978,3,23,9,20110417,20171019,male
1919,13,23,3,20121204,20170609,male
12157,13,32,9,20090517,20170818,female
603,15,30,7,20160110,20170909,male
10706,14,16,4,20161027,20170811,female
4630,13,18,7,20150823,20170922,male
6057,15,35,3,20130123,20181006,male
15076,18,27,7,20150717,20170916,male
7205,15,20,3,20160106,20170614,female
17581,4,20,9,20130812,20170926,male
16528,15,29,3,20130306,20171107,female
2465,8,26,9,20061006,20171130,male
10061,15,59,3,20140702,20170923,male
10864,5,27,9,20070503,20170930,female
2388,18,23,9,20100825,20171005,male
409,22,22,9,20100123,20170930,male
2631,13,35,9,20070915,20171005,male
2472,13,39,7,20120930,20171015,male
17405,15,34,9,20040405,20171020,female
23014,1,17,4,20151023,20151026,male
3216,13,19,3,20131221,20170101,female
11934,5,22,9,20141224,20170319,female
16909,22,29,9,20070608,20170225,male
12285,5,31,9,20110920,20170822,male
3225,5,25,9,20090830,20170711,male
6652,5,22,9,20160427,20180917,male
7876,15,23,9,20111201,20170930,male
5418,5,32,4,20160623,20170925,female
7022,13,30,9,20130702,20171008,male
5033,18,24,9,20110903,20181015,female
16653,13,20,3,20120808,20170913,male
9182,14,30,7,20101125,20171002,female
3194,6,22,9,20150520,20170604,male
16152,13,38,9,20050929,20170606,female
199,6,33,3,20120618,20170919,male
21094,15,23,9,20151210,20170710,male
11613,5,20,9,20111104,20171004,female
13696,13,19,9,20130920,20170711,female
10418,22,25,3,20150927,20170820,male
3019,15,33,3,20131221,20180815,male
19372,5,31,9,20040927,20170930,female
12436,5,36,3,20140718,20180103,female
407,22,29,9,20060911,20180408,male
3217,1,0,7,20120118,20170923,female
16343,10,25,7,20120926,20170921,male
4274,18,38,9,20090305,20170922,female
5847,13,23,3,20121112,20170921,male
18409,15,26,4,20160615,20170923,female
464,15,33,9,20080707,20170930,female
14419,15,29,9,20141229,20171012,male
814,22,26,3,20150514,20180915,female
10621,13,44,9,20120705,20180102,female
23438,15,31,3,20130228,20170930,female
3798,12,17,4,20151121,20180428,female
1087,1,30,4,20161122,20170223,female
417,8,23,9,20140706,20171207,female
7181,13,40,9,20110726,20170223,male
19190,14,36,9,20071114,20170710,female
14471,13,25,9,20100704,20170930,male
14816,15,31,9,20110910,20170806,male
5686,22,44,3,20161218,20170108,male
5662,5,20,9,20110610,20180302,female
12761,5,28,7,20160321,20170921,male
4342,22,44,7,20100427,20171007,male
2815,15,25,3,20120826,20170908,male
4395,17,28,9,20110513,20170917,male
3788,5,38,9,20070701,20170930,male
7283,17,36,9,20060728,20171008,female
10466,13,47,9,20130610,20170930,male
15533,5,25,7,20110414,20170925,male
6576,13,22,9,20141022,20170917,female
14389,5,20,4,20160118,20170811,female
17022,4,22,3,20140818,20170614,male
14403,13,31,7,20111104,20170912,female
16523,22,26,9,20140124,20170930,female
5242,6,21,9,20110318,20170909,male
831,22,17,3,20111224,20161203,male
7277,13,32,9,20051009,20170930,male
13141,4,11,4,20151030,20171010,female
23217,13,40,9,20150221,20161105,female
16396,6,28,9,20050126,20170315,female
13685,22,35,9,20101214,20180111,male
14742,5,30,4,20160624,20171009,male
11587,13,29,3,20130412,20170924,male
12981,5,19,9,20130207,20180215,male
10165,14,38,3,20130820,20171224,female
2105,14,41,9,20070411,20180102,female
24238,4,29,9,20110415,20170907,female
945,13,36,9,20060506,20170308,male
1505,12,22,3,20120715,20170224,female
15466,18,34,7,20110821,20170930,male
21900,13,26,9,20090307,20170930,male
15403,5,28,9,20110324,20171004,female
1161,4,30,4,20151103,20171010,male
7180,12,30,9,20151210,20180302,male
9793,5,14,4,20170129,20170613,male
2966,4,36,7,20110304,20171006,male
269,4,47,9,20091011,20180424,female
11173,4,35,3,20140130,20170930,female
5790,4,21,9,20121008,20170918,male
1738,22,42,9,20101228,20170911,male
22313,13,25,9,20110122,20170615,male
9797,12,23,9,20110601,20171007,female
24568,22,28,9,20131104,20170526,female
4838,13,39,9,20110703,20180111,male
15208,4,35,9,20120514,20170929,male
13436,15,25,9,20041201,20170925,male
8076,13,30,3,20131012,20171025,female
10640,12,25,9,20150617,20170910,male
6038,18,26,9,20050602,20171004,female
8012,14,18,9,20150815,20171004,female
4185,13,25,3,20130324,20170921,male
13132,5,50,9,20060105,20170930,male
3036,5,33,7,20110222,20171121,male
7690,17,19,4,20170104,20171116,male
16418,16,34,7,20140906,20180307,male
16908,6,21,4,20160423,20171109,female
13804,1,61,4,20160310,20180611,male
15918,4,28,7,20140211,20170913,female
18214,5,19,3,20161101,20170210,male
20548,13,32,3,20150513,20171114,male
12373,5,20,4,20160902,20170712,male
21433,15,23,9,20070314,20161023,male
11812,1,19,7,20161230,20170930,male
944,6,21,7,20110615,20170915,male
21518,10,26,3,20121227,20170221,female
4987,5,30,7,20110730,20171001,female
5646,15,28,9,20150410,20170930,male
23312,1,0,3,20160125,20170811,female
8688,13,38,9,20100302,20170908,male
653,6,25,9,20161001,20171003,male
22988,5,22,9,20100105,20170924,female
6629,19,54,7,20120903,20170907,female
1890,15,26,9,20060616,20180516,female
18666,14,26,9,20070422,20180329,male
7648,5,68,4,20161109,20170611,male
11452,13,20,9,20071130,20170709,female
8722,5,37,3,20141014,20170920,female
10021,8,18,4,20160109,20160224,male
16572,5,36,7,20110127,20170917,female
5347,5,37,9,20110508,20171012,male
1438,13,22,9,20090220,20171217,male
3771,5,0,3,20130907,20170927,male
2096,1,25,7,20110801,20171001,male
15476,5,32,7,20101110,20170615,male
12267,13,27,3,20151015,20180303,female
12075,15,48,9,20110707,20171221,male
19452,22,35,3,20161228,20161231,female
14364,14,24,3,20150620,20180522,female
3715,5,30,3,20130923,20171115,male
10516,22,30,3,20130124,20180412,male
22651,6,29,3,20130623,20170225,female
5309,5,30,9,20150203,20171129,male
5038,5,32,9,20130525,20170823,male
23105,4,23,7,20141123,20170614,female
7139,15,27,9,20110713,20170713,female
17085,13,35,9,20060819,20170930,male
5159,12,20,3,20150906,20170608,male
22745,5,28,9,20090212,20170611,male
5818,18,24,4,20161217,20171002,male
12405,5,0,9,20161024,20180205,female
3464,13,27,9,20091203,20180411,male
12219,6,32,7,20100308,20170921,male
23606,4,38,7,20130801,20170106,male
15431,1,33,4,20170107,20170117,female
11988,15,25,9,20110410,20171029,female
7378,22,20,9,20110606,20171003,male
9790,14,24,3,20120912,20170909,male
16813,13,24,9,20111009,20170910,male
13305,8,23,3,20121102,20171224,male
15993,6,19,4,20160116,20170920,female
11053,9,30,9,20110327,20171005,male
8574,5,33,3,20130411,20180128,male
11667,12,27,9,20110516,20171017,male
3440,13,38,9,20070601,20171005,female
5057,5,39,3,20141015,20171006,female
14248,13,27,7,20120109,20170919,female
4727,12,32,9,20070420,20180715,female
11996,7,38,9,20040421,20170930,male
7741,22,27,9,20081222,20171024,female
12631,5,22,9,20130209,20170923,male
11446,13,17,3,20120609,20120616,male
8202,18,51,7,20161113,20170913,female
11813,6,40,9,20110203,20170930,male
17734,12,29,3,20160601,20171005,male
10555,4,23,3,20160826,20171001,male
7992,4,23,9,20100521,20170912,male
10137,15,21,4,20151009,20170908,female
3413,4,24,7,20100920,20170726,female
19136,6,38,9,20080512,20161226,female
18473,5,31,3,20140427,20170713,male
19260,13,55,9,20050220,20170925,male
5113,15,18,4,20151008,20170913,male
888,5,19,9,20130331,20170919,male
13445,18,25,9,20111126,20170712,female
6851,10,23,3,20120616,20171017,female
2816,14,0,9,20161030,20171229,male
15410,14,19,3,20130703,20170723,male
13905,4,27,3,20150531,20170710,female
2252,18,45,7,20101014,20170915,male
16095,22,25,3,20140515,20170922,female
17053,1,27,4,20161101,20170508,female
1327,4,26,7,20140521,20170916,female
5202,13,21,3,20140407,20170925,male
18254,12,26,9,20080921,20180725,female
8662,14,20,3,20120823,20170906,female
8473,13,25,4,20160129,20171013,male
16998,5,37,7,20160414,20170910,male
5655,5,22,9,20141217,20171221,female
8465,11,16,3,20130710,20170928,female
15815,21,22,3,20111209,20180703,male
3276,5,22,3,20130915,20170923,female
148,13,22,9,20100901,20170930,female
1899,22,32,9,20070521,20170930,male
9525,11,34,9,20070528,20171004,female
21632,14,45,9,20071023,20170709,female
14494,1,54,4,20160813,20170910,male
9798,21,30,9,20050203,20171003,male
23201,1,45,3,20130523,20170618,female
15715,5,38,9,20101115,20170930,male
19263,13,25,9,20111115,20180919,female
24784,1,18,3,20161014,20161017,male
1424,5,20,7,20160224,20170923,male
24386,5,37,9,20070208,20170811,female
5753,13,20,9,20101205,20171013,female
9127,5,29,9,20150607,20171014,female
15050,5,17,7,20131214,20180320,male
1565,13,24,3,20130206,20171016,female
7585,1,34,4,20160927,20170202,female
6215,4,26,3,20140511,20171017,female
10600,3,28,3,20150117,20180911,male
13159,11,35,9,20041105,20171002,female
15702,5,21,9,20150204,20170723,female
1864,13,57,9,20140314,20171119,female
1353,13,20,9,20140218,20171013,female
5016,5,28,9,20060405,20171023,male
17067,5,0,7,20120611,20170911,male
5679,6,44,7,20110318,20170918,female
12920,15,21,3,20130206,20171013,female
8027,3,23,9,20150309,20170812,female
9263,13,18,9,20130205,20170909,male
23013,5,44,9,20050913,20171012,female
12935,22,32,7,20140123,20170922,female
8096,13,26,9,20160905,20170617,female
22962,13,36,3,20161121,20161228,male
12795,13,21,3,20130920,20171025,male
16241,4,20,4,20160607,20170926,male
8795,4,29,3,20120601,20170920,male
15822,5,33,9,20081215,20171004,female
11312,4,20,3,20130811,20170925,male
24057,1,17,4,20170120,20171005,male
20975,4,21,3,20140119,20170809,male
18768,13,24,3,20130115,20171027,female
14846,5,22,7,20160124,20170930,female
952,22,27,9,20121210,20171011,female
8549,15,31,3,20120512,20171020,male
11344,13,36,9,20110723,20180616,female
8003,6,20,9,20080331,20171113,female
9317,4,30,7,20140927,20171002,male
344,13,20,7,20140312,20171003,female
13259,5,21,9,20130925,20171216,female
6279,13,40,4,20160827,20171219,female
3770,13,35,9,20081206,20171001,female
2399,6,30,9,20131007,20170926,male
2508,21,32,9,20050306,20180918,female
7406,6,29,9,20080820,20170927,female
1726,13,24,9,20071208,20170930,female
2003,18,33,9,20160122,20170213,male
12938,5,28,9,20120514,20171014,female
14358,3,34,9,20141116,20170930,female
8881,13,39,9,20060218,20171021,male
16393,13,37,3,20140907,20171126,female
12556,15,34,4,20161008,20170611,female
768,5,26,3,20131114,20170929,female
5758,14,19,3,20120819,20170708,female
13174,13,25,9,20070626,20171006,female
17131,4,27,4,20160906,20161126,male
6871,12,21,3,20120817,20170825,male
22630,15,18,3,20121231,20170915,male
34,13,40,9,20121107,20171012,female
5521,15,24,9,20130904,20170916,female
5626,13,24,9,20090325,20170121,male
3095,15,23,9,20120822,20170904,female
2431,4,29,9,20130622,20170918,female
5726,11,24,9,20110622,20170919,female
9466,22,24,3,20120528,20171005,female
12713,5,28,9,20060721,20170916,male
7903,15,24,9,20150228,20180720,male
5906,5,24,7,20150629,20170930,male
9956,13,40,9,20090921,20170930,male
21812,13,22,9,20151204,20170613,female
5332,12,23,9,20090918,20171001,male
15735,11,37,9,20110118,20170923,male
16245,4,23,9,20111013,20170610,male
20579,4,33,9,20071005,20170910,male
3024,11,29,4,20160625,20170610,male
13828,14,24,9,20051113,20180129,female
10641,4,17,3,20150824,20161231,male
4592,5,18,4,20160202,20180315,female
19097,6,0,9,20040401,20170615,female
15468,12,27,9,20080401,20170914,male
21300,15,21,9,20141206,20171002,female
270,15,38,4,20160901,20170922,female
19650,13,26,9,20060703,20171015,female
2195,11,22,3,20130806,20171010,male
23537,15,22,3,20120603,20170612,female
4174,9,26,9,20141231,20180525,female
10399,13,28,9,20130223,20171029,female
21684,4,26,9,20161231,20180217,male
5836,4,30,7,20111218,20170923,female
16575,5,41,9,20110616,20171022,female
1399,22,29,7,20111123,20170930,male
16158,13,35,3,20111223,20171002,female
5932,1,22,7,20130326,20171001,female
4179,4,30,9,20110201,20170920,male
11434,5,25,9,20110310,20170903,male
8343,15,63,9,20111011,20170711,female
2794,14,15,3,20161130,20161207,male
140,13,37,3,20130202,20170921,male
16687,15,21,3,20121226,20171006,female
5416,5,22,9,20070825,20171002,female
10388,5,52,7,20110729,20170917,male
21424,5,35,7,20111108,20170909,female
10297,13,25,9,20100926,20181012,female
2128,13,24,9,20110120,20171004,male
22495,4,52,4,20151011,20160529,male
9644,14,27,9,20161007,20171009,male
15551,5,40,9,20070410,20180328,male
13618,4,28,4,20160227,20171029,male
1931,18,41,9,20150416,20180512,male
16656,14,51,3,20160215,20171005,female
12181,17,27,9,20110505,20180217,male
3361,15,21,3,20120921,20180303,female
9928,5,41,9,20100706,20171003,female
12543,14,28,7,20130226,20170914,female
18116,4,27,4,20151025,20171017,female
6253,18,22,7,20130922,20170910,female
3866,13,30,9,20091017,20170930,female
5270,15,28,9,20070510,20171003,male
12995,5,30,7,20120606,20170922,male
9651,5,26,3,20130709,20170921,male
20059,18,16,3,20150809,20161009,female
15619,13,21,9,20141206,20171004,female
1201,15,21,7,20160404,20171004,female
12402,13,22,3,20140905,20170911,male
16462,13,25,3,20140408,20170814,male
4480,5,38,7,20160130,20170930,female
5636,4,24,3,20141007,20170610,female
15996,6,34,7,20110117,20170430,male
4118,18,19,7,20160111,20170910,male
5799,5,49,9,20111119,20161203,female
13877,15,21,9,20110724,20170620,female
18419,5,0,9,20050216,20161111,female
17951,13,21,9,20110113,20171005,female
21160,5,23,7,20130822,20170913,male
20669,5,83,4,20161218,20171230,male
10691,1,17,4,20160619,20171024,female
11011,22,29,9,20071028,20180702,male
1598,6,22,9,20140417,20170925,male
12960,14,37,7,20110111,20170924,male
11123,5,29,3,20130510,20170917,male
16766,18,26,9,20100126,20171012,female
9219,14,25,7,20161224,20170923,female
6764,6,23,3,20140104,20171012,male
13324,13,21,3,20141101,20170918,male
13708,14,32,9,20120103,20170930,female
4394,5,20,7,20160319,20170919,male
8956,1,22,4,20161207,20170117,male
22595,13,29,3,20160813,20170906,male
9087,13,20,3,20150214,20170815,male
12379,18,56,9,20050608,20161219,male
2530,6,23,9,20070325,20170610,female
3768,13,20,9,20110403,20170910,female
8623,4,30,9,20050608,20170908,female
8383,1,25,3,20150809,20170808,female
16214,10,18,4,20160602,20170926,female
12810,13,45,9,20070313,20180708,female
1019,4,30,13,20160929,20170930,male
8008,13,17,3,20120610,20171005,female
22969,15,24,3,20150125,20171004,female
5369,5,35,7,20130923,20171003,female
13672,22,29,9,20081028,20170829,female
11379,12,23,7,20110211,20171016,male
8483,12,29,9,20100726,20170930,male
7829,22,24,7,20111113,20170922,female
20656,21,19,3,20150702,20170908,female
4615,13,24,9,20130604,20171001,female
5000,22,23,4,20151226,20170808,male
23085,4,33,9,20071015,20170609,female
16706,7,38,7,20110316,20170914,male
11349,8,25,9,20090811,20161208,female
671,4,36,9,20090520,20171023,female
19308,4,33,9,20111227,20170324,male
13792,1,21,4,20151206,20170809,male
8207,22,26,4,20161211,20170123,female
12254,15,28,9,20080426,20171002,female
19380,18,43,9,20111228,20170916,female
16147,1,21,4,20170116,20170119,male
6046,5,21,3,20130710,20170929,male
7609,22,21,4,20160417,20170828,female
7522,22,38,7,20110530,20170815,female
15760,22,28,3,20111225,20170313,male
