user_id,city,age,reg_method,reg_date,ex_date,gender,E_DAY,total_listen,rec_genre
5613,4,17,9,20110301,20170716,female,2497,116.0,5.0
15867,15,27,4,20161218,20180902,male,378,111.0,5.0
15723,5,33,4,20160323,20170824,female,648,19.0,6.0
807,13,23,3,20120802,20171001,female,1977,91.0,7.0
18779,5,0,7,20131007,20171125,female,1546,16.0,8.0
6717,11,22,9,20110208,20171023,male,2518,131.0,11.0
1115,4,0,4,20160615,20170926,female,564,114.0,7.0
545,1,17,3,20161212,20170726,male,384,72.0,7.0
21698,4,0,9,20040328,20170926,female,5026,15.0,3.0
9469,1,0,3,20150316,20170930,female,1021,43.0,6.0
15074,13,38,3,20150507,20171105,male,969,31.0,7.0
825,15,19,3,20130220,20180601,female,1775,95.0,7.0
11582,5,41,7,20120525,20170916,male,2046,20.0,3.0
1877,15,23,4,20151107,20151128,female,785,11.0,1.0
12809,5,17,4,20151009,20180313,male,814,198.0,10.0
6965,15,41,9,20070206,20180912,female,3981,61.0,3.0
9706,14,38,9,20100412,20180208,male,2820,21.0,7.0
12768,10,56,7,20120517,20170924,male,2054,26.0,5.0
7705,5,0,3,20140305,20170922,female,1397,61.0,8.0
9962,4,35,9,20101129,20171030,female,2589,205.0,10.0
9823,22,29,9,20080531,20170930,male,3501,29.0,12.0
21791,7,33,7,20110305,20171005,male,2493,17.0,4.0
20477,4,26,7,20130727,20170930,male,1618,28.0,3.0
19607,15,23,9,20140922,20171003,male,1196,42.0,9.0
20446,1,28,4,20161121,20161219,male,405,2.0,2.0
19623,22,34,9,20070520,20171008,female,3878,9.0,5.0
15876,1,0,7,20130629,20170916,female,1646,26.0,4.0
18180,15,36,9,20050327,20170910,female,4662,35.0,11.0
9065,1,0,3,20150123,20180205,male,1073,110.0,5.0
19485,1,27,3,20170127,20170128,male,338,22.0,7.0
9756,18,18,9,20110708,20170917,female,2368,74.0,8.0
2531,4,26,3,20150128,20170930,male,1068,122.0,9.0
778,4,27,4,20161231,20170928,male,365,7.0,6.0
7235,15,51,9,20100310,20171002,female,2853,117.0,7.0
2613,8,29,9,20120815,20170930,male,1964,184.0,13.0
12033,22,0,3,20131025,20170907,male,1528,15.0,2.0
12740,13,57,9,20111025,20170312,female,2259,80.0,7.0
14431,15,17,4,20160212,20171001,male,688,56.0,8.0
17691,22,48,9,20161209,20180126,female,387,1.0,5.0
1837,6,0,9,20121125,20170914,female,1862,640.0,14.0
24393,22,27,9,20090412,20180126,male,3185,3.0,2.0
9016,18,25,3,20150402,20170930,male,1004,125.0,11.0
14289,5,34,3,20111214,20170616,female,2209,27.0,8.0
3957,15,33,3,20140622,20171004,male,1288,102.0,8.0
1697,21,21,3,20150516,20171207,male,960,2.0,4.0
9693,18,27,7,20150227,20170930,female,1038,87.0,11.0
17949,13,32,9,20130507,20180708,male,1699,76.0,6.0
22000,12,29,9,20061016,20171031,female,4094,23.0,3.0
4558,15,29,9,20110331,20180419,female,2467,72.0,8.0
18399,13,26,9,20120823,20171007,male,1956,31.0,6.0
5728,5,31,9,20110703,20170925,male,2373,96.0,8.0
15091,15,24,9,20110725,20171028,male,2351,142.0,5.0
11839,14,40,9,20061216,20170930,male,4033,124.0,10.0
18247,10,30,7,20110112,20180219,female,2545,37.0,5.0
5749,14,26,3,20140103,20170916,female,1458,126.0,8.0
18181,1,52,3,20150921,20170616,female,832,0.0,3.0
15798,12,18,3,20140816,20161112,male,1233,7.0,4.0
4140,15,22,3,20121202,20180213,female,1855,97.0,6.0
13661,6,30,9,20141213,20170907,male,1114,55.0,12.0
15589,4,23,4,20160813,20170918,male,505,54.0,6.0
11770,14,0,9,20050729,20171011,female,4538,114.0,8.0
7751,13,44,9,20101118,20170908,female,2600,8.0,3.0
6666,5,52,7,20131114,20170913,male,1508,21.0,4.0
2939,22,22,9,20090828,20170915,female,3047,251.0,9.0
7404,12,35,9,20071213,20171221,female,3671,112.0,10.0
4041,13,23,3,20150510,20170914,female,966,149.0,8.0
3068,13,18,9,20130812,20180323,male,1602,193.0,8.0
19058,4,37,3,20121115,20181022,female,1872,28.0,6.0
6761,13,23,9,20130427,20180714,female,1709,57.0,7.0
5450,12,33,7,20130124,20171005,female,1802,101.0,7.0
21178,6,25,9,20100919,20150810,male,2660,0.0,0.0
8868,15,20,3,20111230,20171013,female,2193,83.0,11.0
5954,4,21,9,20160917,20171021,male,470,155.0,8.0
5723,13,24,9,20161212,20180129,male,384,146.0,9.0
11488,8,34,9,20111010,20170930,male,2274,249.0,11.0
1033,1,22,3,20150312,20171004,male,1025,367.0,6.0
20887,13,18,3,20120530,20161204,male,2041,3.0,3.0
10720,18,21,9,20111023,20180520,male,2261,1.0,4.0
10753,22,32,7,20130406,20170916,female,1730,37.0,7.0
3633,18,28,9,20071112,20170910,male,3702,106.0,9.0
21988,5,37,9,20080202,20170930,male,3620,2.0,2.0
3899,4,19,7,20160130,20170930,male,701,130.0,4.0
14640,5,22,9,20090615,20170609,male,3121,45.0,6.0
23647,5,19,3,20161201,20161204,female,395,1.0,3.0
16800,4,43,9,20150419,20171004,female,987,6.0,6.0
15336,13,45,9,20100109,20170927,female,2913,56.0,8.0
21612,13,40,9,20110118,20170930,male,2539,4.0,2.0
4404,13,30,7,20110319,20170917,male,2479,57.0,8.0
15814,13,18,4,20151209,20170912,male,753,26.0,4.0
18061,22,52,9,20051029,20180104,female,4446,8.0,3.0
1287,13,47,7,20130122,20170917,female,1804,141.0,9.0
23679,18,37,3,20120616,20170925,female,2024,15.0,2.0
7339,5,50,3,20120614,20171001,male,2026,189.0,10.0
17175,13,43,9,20070629,20070710,male,3838,3.0,3.0
6232,5,24,3,20130112,20170317,female,1814,4.0,3.0
11662,15,24,3,20151003,20170910,male,820,94.0,10.0
20833,13,27,4,20161207,20161210,male,389,24.0,4.0
20808,13,40,9,20041212,20171011,female,4767,30.0,3.0
6588,12,31,4,20160914,20170120,male,473,107.0,3.0
5291,22,24,3,20130322,20170926,male,1745,132.0,12.0
314,8,30,3,20151227,20170927,male,735,470.0,15.0
1182,5,37,9,20140719,20171209,male,1261,51.0,7.0
22806,5,17,4,20160227,20160410,male,673,5.0,4.0
13863,13,23,9,20150905,20180201,female,848,74.0,5.0
20182,5,34,4,20161206,20170102,male,390,36.0,7.0
20563,13,25,9,20100327,20170617,male,2836,29.0,5.0
10888,4,23,9,20160305,20171026,female,666,136.0,8.0
16716,13,34,9,20070706,20180323,male,3831,21.0,8.0
7704,15,44,9,20070401,20170611,female,3927,12.0,5.0
5961,13,59,3,20141030,20180419,female,1158,33.0,5.0
10721,6,30,9,20121221,20170921,female,1836,132.0,10.0
18686,4,28,3,20120721,20170611,male,1989,10.0,8.0
9414,5,18,9,20130806,20170830,female,1608,437.0,6.0
22763,13,22,3,20130920,20170205,female,1563,2.0,6.0
9015,22,23,9,20110125,20171004,female,2532,149.0,9.0
5721,8,33,9,20090724,20170930,female,3082,39.0,5.0
15588,13,27,9,20101120,20171024,female,2598,64.0,6.0
18287,11,28,7,20120525,20170925,male,2046,22.0,7.0
18371,15,45,9,20060318,20170930,male,4306,17.0,4.0
11412,14,27,7,20140924,20170921,female,1194,30.0,8.0
13700,20,29,9,20140120,20161222,male,1441,68.0,7.0
19786,1,36,3,20161015,20161018,female,442,0.0,2.0
23125,4,35,3,20130102,20161215,male,1824,4.0,5.0
3775,5,28,9,20060309,20170919,female,4315,335.0,13.0
17133,15,0,4,20170121,20171017,male,344,38.0,6.0
5331,13,32,9,20140311,20170822,female,1391,5.0,6.0
14515,13,0,3,20130208,20170811,female,1787,190.0,11.0
8784,10,24,9,20100702,20170930,female,2739,16.0,4.0
5456,12,24,3,20140110,20171019,female,1451,38.0,8.0
15784,13,29,7,20121220,20170930,male,1837,39.0,6.0
1888,15,38,9,20110325,20171028,male,2473,161.0,13.0
1857,13,23,9,20150621,20170930,female,924,138.0,8.0
2138,5,26,3,20130120,20171204,female,1806,131.0,6.0
12667,15,55,9,20111123,20170930,male,2230,37.0,8.0
21162,13,49,9,20040402,20170222,male,5021,6.0,7.0
3807,6,38,9,20100611,20170930,female,2760,40.0,6.0
13968,13,39,7,20100511,20170824,male,2791,235.0,9.0
12894,5,40,3,20140330,20180308,male,1372,76.0,11.0
7805,15,22,3,20120718,20171028,female,1992,211.0,6.0
9352,13,36,9,20080524,20171027,male,3508,131.0,6.0
11341,5,20,3,20140323,20170923,female,1379,223.0,6.0
8127,13,29,3,20120609,20171017,female,2031,81.0,11.0
10811,4,30,7,20110307,20171008,female,2491,93.0,10.0
755,22,27,4,20160225,20171006,female,675,244.0,8.0
3289,13,16,9,20110402,20170718,female,2465,57.0,13.0
12019,13,28,9,20050101,20181018,female,4747,151.0,5.0
20313,22,23,9,20120604,20171007,male,2036,27.0,4.0
7427,1,26,3,20161118,20180102,female,408,152.0,9.0
20137,21,28,9,20150902,20170709,male,851,9.0,6.0
17151,22,26,9,20070909,20170907,male,3766,59.0,4.0
17436,5,60,9,20080908,20170930,male,3401,58.0,7.0
6792,4,39,9,20150910,20171103,female,843,81.0,5.0
4984,22,27,9,20130525,20170203,male,1681,134.0,10.0
13340,13,24,7,20111022,20170908,female,2262,28.0,8.0
766,4,26,9,20110831,20170710,male,2314,78.0,13.0
7100,10,31,9,20070314,20171006,female,3945,179.0,3.0
674,22,16,9,20150412,20180901,female,994,281.0,10.0
22991,4,20,3,20161110,20161117,female,416,0.0,2.0
7178,15,21,4,20160213,20171003,male,687,110.0,6.0
6517,5,0,9,20150420,20180102,female,986,305.0,14.0
11556,9,40,9,20100801,20171013,male,2709,99.0,3.0
23427,17,65,9,20131215,20161003,male,1477,11.0,3.0
21109,13,21,9,20080207,20160704,female,3615,13.0,2.0
14638,22,31,3,20130711,20170920,male,1634,14.0,7.0
451,6,28,3,20151118,20170910,male,774,101.0,6.0
10584,15,55,9,20090209,20171020,male,3247,49.0,7.0
5964,14,26,9,20050707,20170909,female,4560,130.0,9.0
19047,15,15,9,20120720,20171002,male,1990,101.0,8.0
15854,1,20,4,20170108,20170126,female,357,17.0,9.0
9781,22,25,9,20101206,20170930,female,2582,176.0,9.0
15381,5,33,9,20100506,20170616,male,2796,57.0,6.0
2704,11,27,9,20100825,20171019,male,2685,161.0,11.0
20510,18,34,9,20050925,20140516,female,4480,0.0,4.0
4385,13,35,9,20140613,20170908,male,1297,101.0,11.0
14222,4,21,9,20140823,20160907,male,1226,2.0,5.0
3195,15,28,9,20101115,20170917,female,2603,69.0,10.0
21790,1,0,4,20170106,20170128,female,359,5.0,7.0
15143,4,18,4,20160817,20170815,female,501,15.0,5.0
13951,13,45,9,20100315,20170917,male,2848,249.0,5.0
74,22,30,9,20050921,20171004,male,4484,133.0,8.0
24368,15,58,4,20170130,20170301,male,335,11.0,3.0
3949,12,28,9,20061023,20170914,male,4087,133.0,8.0
14690,4,29,9,20111224,20170726,male,2199,63.0,6.0
20271,6,34,9,20131128,20170328,male,1494,4.0,2.0
4285,13,26,9,20040721,20170930,female,4911,232.0,8.0
15803,4,17,7,20130120,20170910,female,1806,22.0,5.0
16662,13,23,3,20140525,20170311,male,1316,3.0,3.0
7216,5,18,3,20160126,20170708,male,705,37.0,7.0
13416,5,40,9,20111021,20160812,female,2263,5.0,2.0
10978,3,23,9,20110417,20171019,male,2450,14.0,2.0
1919,13,23,3,20121204,20170609,male,1853,77.0,7.0
12157,13,32,9,20090517,20170818,female,3150,7.0,8.0
603,15,30,7,20160110,20170909,male,721,25.0,4.0
10706,14,16,4,20161027,20170811,female,430,2.0,3.0
4630,13,18,7,20150823,20170922,male,861,89.0,7.0
6057,15,35,3,20130123,20181006,male,1803,125.0,9.0
15076,18,27,7,20150717,20170916,male,898,7.0,6.0
7205,15,20,3,20160106,20170614,female,725,73.0,8.0
17581,4,20,9,20130812,20170926,male,1602,44.0,8.0
16528,15,29,3,20130306,20171107,female,1761,93.0,8.0
2465,8,26,9,20061006,20171130,male,4104,110.0,7.0
10061,15,59,3,20140702,20170923,male,1278,6.0,4.0
10864,5,27,9,20070503,20170930,female,3895,88.0,4.0
2388,18,23,9,20100825,20171005,male,2685,162.0,7.0
409,22,22,9,20100123,20170930,male,2899,110.0,9.0
2631,13,35,9,20070915,20171005,male,3760,134.0,8.0
2472,13,39,7,20120930,20171015,male,1918,296.0,11.0
17405,15,34,9,20040405,20171020,female,5018,30.0,5.0
23014,1,17,4,20151023,20151026,male,800,0.0,5.0
3216,13,19,3,20131221,20170101,female,1471,96.0,4.0
11934,5,22,9,20141224,20170319,female,1103,66.0,9.0
16909,22,29,9,20070608,20170225,male,3859,21.0,5.0
12285,5,31,9,20110920,20170822,male,2294,98.0,10.0
3225,5,25,9,20090830,20170711,male,3045,16.0,5.0
6652,5,22,9,20160427,20180917,male,613,253.0,8.0
7876,15,23,9,20111201,20170930,male,2222,48.0,7.0
5418,5,32,4,20160623,20170925,female,556,44.0,3.0
7022,13,30,9,20130702,20171008,male,1643,137.0,12.0
5033,18,24,9,20110903,20181015,female,2311,186.0,10.0
16653,13,20,3,20120808,20170913,male,1971,54.0,6.0
9182,14,30,7,20101125,20171002,female,2593,332.0,9.0
3194,6,22,9,20150520,20170604,male,956,213.0,13.0
16152,13,38,9,20050929,20170606,female,4476,5.0,6.0
199,6,33,3,20120618,20170919,male,2022,113.0,13.0
21094,15,23,9,20151210,20170710,male,752,5.0,3.0
11613,5,20,9,20111104,20171004,female,2249,30.0,4.0
13696,13,19,9,20130920,20170711,female,1563,4.0,6.0
10418,22,25,3,20150927,20170820,male,826,131.0,8.0
3019,15,33,3,20131221,20180815,male,1471,131.0,10.0
19372,5,31,9,20040927,20170930,female,4843,28.0,6.0
12436,5,36,3,20140718,20180103,female,1262,79.0,11.0
407,22,29,9,20060911,20180408,male,4129,64.0,13.0
3217,1,0,7,20120118,20170923,female,2174,140.0,7.0
16343,10,25,7,20120926,20170921,male,1922,25.0,4.0
4274,18,38,9,20090305,20170922,female,3223,15.0,3.0
5847,13,23,3,20121112,20170921,male,1875,144.0,11.0
18409,15,26,4,20160615,20170923,female,564,44.0,7.0
464,15,33,9,20080707,20170930,female,3464,124.0,12.0
14419,15,29,9,20141229,20171012,male,1098,17.0,4.0
814,22,26,3,20150514,20180915,female,962,92.0,12.0
10621,13,44,9,20120705,20180102,female,2005,207.0,10.0
23438,15,31,3,20130228,20170930,female,1767,5.0,4.0
3798,12,17,4,20151121,20180428,female,771,90.0,9.0
1087,1,30,4,20161122,20170223,female,404,45.0,16.0
417,8,23,9,20140706,20171207,female,1274,403.0,11.0
7181,13,40,9,20110726,20170223,male,2350,20.0,3.0
19190,14,36,9,20071114,20170710,female,3700,42.0,6.0
14471,13,25,9,20100704,20170930,male,2737,98.0,7.0
14816,15,31,9,20110910,20170806,male,2304,91.0,7.0
5686,22,44,3,20161218,20170108,male,378,31.0,4.0
5662,5,20,9,20110610,20180302,female,2396,318.0,14.0
12761,5,28,7,20160321,20170921,male,650,113.0,9.0
4342,22,44,7,20100427,20171007,male,2805,84.0,5.0
2815,15,25,3,20120826,20170908,male,1953,181.0,9.0
4395,17,28,9,20110513,20170917,male,2424,246.0,10.0
3788,5,38,9,20070701,20170930,male,3836,78.0,9.0
7283,17,36,9,20060728,20171008,female,4174,101.0,10.0
10466,13,47,9,20130610,20170930,male,1665,77.0,11.0
15533,5,25,7,20110414,20170925,male,2453,3.0,4.0
6576,13,22,9,20141022,20170917,female,1166,185.0,10.0
14389,5,20,4,20160118,20170811,female,713,13.0,4.0
17022,4,22,3,20140818,20170614,male,1231,9.0,5.0
14403,13,31,7,20111104,20170912,female,2249,150.0,12.0
16523,22,26,9,20140124,20170930,female,1437,48.0,3.0
5242,6,21,9,20110318,20170909,male,2480,12.0,3.0
831,22,17,3,20111224,20161203,male,2199,5.0,6.0
7277,13,32,9,20051009,20170930,male,4466,342.0,11.0
13141,4,11,4,20151030,20171010,female,793,115.0,8.0
23217,13,40,9,20150221,20161105,female,1044,9.0,6.0
16396,6,28,9,20050126,20170315,female,4722,48.0,5.0
13685,22,35,9,20101214,20180111,male,2574,27.0,4.0
14742,5,30,4,20160624,20171009,male,555,106.0,2.0
11587,13,29,3,20130412,20170924,male,1724,18.0,7.0
12981,5,19,9,20130207,20180215,male,1788,93.0,8.0
10165,14,38,3,20130820,20171224,female,1594,62.0,14.0
2105,14,41,9,20070411,20180102,female,3917,63.0,10.0
24238,4,29,9,20110415,20170907,female,2452,5.0,2.0
945,13,36,9,20060506,20170308,male,4257,194.0,7.0
1505,12,22,3,20120715,20170224,female,1995,97.0,7.0
15466,18,34,7,20110821,20170930,male,2324,41.0,6.0
21900,13,26,9,20090307,20170930,male,3221,28.0,4.0
15403,5,28,9,20110324,20171004,female,2474,61.0,10.0
1161,4,30,4,20151103,20171010,male,789,32.0,9.0
7180,12,30,9,20151210,20180302,male,752,181.0,10.0
9793,5,14,4,20170129,20170613,male,336,12.0,3.0
2966,4,36,7,20110304,20171006,male,2494,13.0,10.0
269,4,47,9,20091011,20180424,female,3003,302.0,13.0
11173,4,35,3,20140130,20170930,female,1431,58.0,11.0
5790,4,21,9,20121008,20170918,male,1910,135.0,9.0
1738,22,42,9,20101228,20170911,male,2560,46.0,7.0
22313,13,25,9,20110122,20170615,male,2535,1.0,3.0
9797,12,23,9,20110601,20171007,female,2405,73.0,7.0
24568,22,28,9,20131104,20170526,female,1518,5.0,4.0
4838,13,39,9,20110703,20180111,male,2373,25.0,7.0
15208,4,35,9,20120514,20170929,male,2057,31.0,6.0
13436,15,25,9,20041201,20170925,male,4778,68.0,9.0
8076,13,30,3,20131012,20171025,female,1541,31.0,4.0
10640,12,25,9,20150617,20170910,male,928,121.0,12.0
6038,18,26,9,20050602,20171004,female,4595,203.0,13.0
8012,14,18,9,20150815,20171004,female,869,168.0,9.0
4185,13,25,3,20130324,20170921,male,1743,245.0,10.0
13132,5,50,9,20060105,20170930,male,4378,14.0,7.0
3036,5,33,7,20110222,20171121,male,2504,21.0,10.0
7690,17,19,4,20170104,20171116,male,361,34.0,4.0
16418,16,34,7,20140906,20180307,male,1212,75.0,5.0
16908,6,21,4,20160423,20171109,female,617,15.0,5.0
13804,1,61,4,20160310,20180611,male,661,31.0,4.0
15918,4,28,7,20140211,20170913,female,1419,52.0,3.0
18214,5,19,3,20161101,20170210,male,425,24.0,6.0
20548,13,32,3,20150513,20171114,male,963,35.0,6.0
12373,5,20,4,20160902,20170712,male,485,17.0,7.0
21433,15,23,9,20070314,20161023,male,3945,25.0,10.0
11812,1,19,7,20161230,20170930,male,366,15.0,5.0
944,6,21,7,20110615,20170915,male,2391,175.0,10.0
21518,10,26,3,20121227,20170221,female,1830,47.0,5.0
4987,5,30,7,20110730,20171001,female,2346,11.0,6.0
5646,15,28,9,20150410,20170930,male,996,112.0,11.0
23312,1,0,3,20160125,20170811,female,706,4.0,4.0
8688,13,38,9,20100302,20170908,male,2861,4.0,1.0
653,6,25,9,20161001,20171003,male,456,139.0,7.0
22988,5,22,9,20100105,20170924,female,2917,3.0,3.0
6629,19,54,7,20120903,20170907,female,1945,36.0,8.0
1890,15,26,9,20060616,20180516,female,4216,429.0,13.0
