song_id,length,genre,artist,composer,lyricist,language,isrc
1240,237609,465,774,1912,1967,3,TWJ010700403
8883,341054,465,446,2043,2094,3,TWA450058311
5716,187542,465,297,723,680,52,GBHMU1500114
8333,263523,458,426,456,410,3,TWN311200004
8115,330187,458,1,309,831,3,TWA471414004
4332,225802,444,112,1,1,31,KRA301600287
3318,267354,465,382,1679,1735,3,HKD250632703
6762,257671,465,758,2148,1669,3,TWA210520402
3209,231941,465,774,1085,1070,3,TWA530503507
4692,289750,465,909,931,399,3,TWA531183705
8714,215040,465,577,430,1878,3,TWR031202001
7574,156630,465,55,598,768,31,KRA301200366
1856,262164,458,530,1443,1706,3,TWA451601607
3182,241998,465,633,1679,1735,3,TWB670602202
141,251559,458,14,21,1160,3,TWA471609001
4130,313782,465,446,1857,2094,3,TWK230801610
1419,280137,458,727,2016,1995,3,TWD951643106
912,197760,465,724,2129,1477,3,TWA451500401
4456,303333,458,448,1301,1914,3,TWF711100004
1728,241684,921,193,853,536,31,KRA251601702
4268,256626,458,499,1384,1576,3,TWK971001606
1929,312528,921,420,1278,1211,3,TWK231408505
1445,246073,465,140,355,326,3,HKI111500009
2005,299676,465,692,1456,1865,3,TWAG11500507
8350,233534,465,182,572,519,31,TWA531503509
7117,239177,458,803,1943,1580,3,TWL250900307
2304,218984,465,785,2081,1610,3,TWA531474112
9325,279552,465,446,2043,2094,3,TWK231307024
9263,288391,465,913,2188,2227,3,TWK011400011
8824,244088,458,499,1384,1576,3,TWK970500901
7858,212741,465,481,2049,2100,3,TWA451193802
8596,227996,465,384,1880,1931,3,TWD971500037
8617,239520,465,600,1605,1613,3,TWAG31500010
6675,242181,2022,50,96,88,52,USRH10721058
2912,283353,458,772,1237,1160,3,TWA470303006
4364,226951,465,633,1679,1736,3,TWB670602206
2982,244297,465,589,1576,1564,3,TWI430900201
7077,209920,465,823,1981,2036,3,TWX071500404
2004,227004,465,428,864,90,31,KRA401500619
4171,334692,465,474,1290,1224,3,HKE659800020
768,220473,465,784,188,1093,3,TWC150103006
8953,308778,465,550,2036,1644,3,TWA538998102
1377,346752,444,391,1494,891,31,TWA531700208
1267,241824,458,639,1750,2115,3,TWD951634202
2841,254537,465,190,513,459,52,USEE10800808
6357,241084,465,479,1343,1273,3,HKE671500069
2316,248917,458,732,1852,1893,3,HKJ941601001
1105,297482,458,499,1384,1576,3,TWK971401108
1942,313808,465,421,514,1158,3,TWEM30703009
3376,271673,458,500,1387,1334,3,TWAG11600303
6774,303113,465,560,1226,913,3,TWB439808031
3572,291996,465,909,276,73,3,TWA530671205
6641,237284,458,655,1515,1756,3,TWL251204309
2985,284839,458,938,2238,2289,3,CNC071600115
875,221355,465,568,720,165,3,SGA050700747
5089,269479,465,896,2148,1400,3,TWC219701004
609,192574,1609,94,258,100,52,GB28K1400058
7200,226638,465,490,1357,1291,3,TWF710800007
1437,289280,458,548,1716,1903,3,TWCB71616004
624,299833,465,642,172,248,3,HKI499124301
6921,229616,921,391,980,919,31,TWA531603322
4231,265926,465,730,1851,1890,3,TWT111200107
4333,161332,458,499,1384,2233,3,TWK971101208
2843,194351,458,685,1778,1576,3,TWL251607301
1302,242102,465,589,891,821,3,TWA270109031
8203,279510,465,603,1734,1961,3,TWA211429510
7628,290690,458,580,1499,1456,3,TWJ011600709
1587,167915,465,446,2043,2094,3,TWA450586304
7421,291317,465,863,1987,2268,10,TWE230206103
369,280659,465,603,1834,1859,3,TWA211554101
5087,228597,465,772,109,99,3,TWA270700012
8077,232698,458,717,484,1007,3,TWA531603411
3940,254955,458,122,311,280,3,TWA471410002
1554,319061,465,512,1406,1353,3,TWK231507903
8303,262164,465,577,1836,1203,3,TWA210419404
5825,237296,465,514,1708,1634,3,TWC611410702
6508,206843,465,575,1548,1516,3,TWA451396105
6420,262176,458,612,1626,1636,3,TWF731600004
7577,278883,465,697,1533,1389,3,TWD950936108
2164,215248,465,333,825,315,17,JPTF01511001
3132,251286,465,147,1038,958,52,GBDFN9900001
2745,249521,465,495,1366,1310,3,TWA211559601
3168,218383,2022,818,1964,2021,3,TWJ011100202
98,219324,458,500,1387,1336,3,TWAG11600306
3494,246491,458,499,1384,1786,3,TWK970204017
600,208875,465,758,2219,2275,3,TWA210924001
7353,226464,458,584,2037,1924,3,TWAQ11600211
4108,213342,465,240,409,369,52,GBHMU1600074
465,288705,458,499,1384,1576,3,TWK970701307
1965,281936,465,876,1642,1230,3,HKD250332201
1947,310230,465,923,442,1096,3,TWA530928002
2045,277316,458,794,1371,1316,3,TWF671300213
204,228519,465,758,1834,1859,3,TWA210520406
6428,220264,458,754,388,286,3,TWA471412006
1936,271255,465,729,1295,1228,3,TWD631417208
9171,167601,921,391,880,814,31,TWA531601211
2854,239281,465,729,1848,1376,3,TWD631417205
1582,226115,458,499,1384,1576,3,TWK971601301
6639,237087,921,687,2183,2061,3,TWB510859113
5940,276793,458,330,2130,1779,3,TWD951606104
4410,226152,921,391,360,592,31,TWA531600667
407,217391,1609,391,940,332,31,TWA531512731
1415,257906,921,520,2078,2123,3,TWX071500002
5792,243278,465,379,884,818,52,USSM11607746
1811,271464,458,540,456,410,3,TWK231609203
4665,242311,465,589,1576,1564,3,TWA270018031
5285,239908,458,529,615,2286,3,TWUM71600037
7507,284316,465,421,2104,2150,3,TWB519805208
1070,223921,465,633,1679,1736,3,TWB670602205
6943,228623,465,330,1516,1489,3,TWD950606202
7139,251611,465,575,1548,1516,3,TWA451402131
6776,286511,465,763,1529,1395,3,TWA459801805
7470,307571,465,791,1931,1994,3,TWK231306301
1773,196649,458,499,1384,1576,3,TWK971601101
2923,272927,465,610,1783,1804,3,TWD631313604
9063,198217,465,772,2212,1763,3,TWA531042215
7241,287973,2157,809,2135,2026,10,TWT951600053
7444,265482,465,785,722,399,3,TWA530920709
1677,218592,465,446,2043,2094,3,TWK230902418
8715,215318,465,213,628,572,52,USRC10900736
3606,234579,465,909,931,304,3,TWA531314410
3735,245655,465,762,2015,2070,3,CNF181301830
1327,230086,465,710,1818,1830,3,TWV451500005
5256,273345,465,600,1605,2061,3,TWA450689510
2255,231105,465,633,484,689,3,TWA531398015
2196,215562,465,545,1463,2256,3,TWA770900848
135,236773,2022,818,1964,2021,3,TWJ011100201
5395,260075,458,629,1663,1677,3,TWI451600004
6008,282308,465,876,2069,1700,3,HKD250130803
5850,246386,465,607,1614,1960,3,TWA211328901
8972,350040,465,571,1627,1533,3,TWB510645510
5728,257462,465,868,2064,2160,3,TWS931400001
6189,235311,465,23,1477,2183,3,TGTM30904005
1122,268225,465,442,1453,1907,3,TWK231103802
9463,254165,465,15,617,1171,17,JPB601403356
870,333024,458,663,2208,1960,3,TWJ011600802
2314,178782,465,78,224,207,52,DKAZA1600010
1918,265090,465,14,2024,2161,3,TWA471504001
7758,202919,444,389,576,854,31,KRA771600027
5770,267284,465,727,2087,1467,3,TWD951343110
2802,221413,458,724,2129,1475,3,TWA451690602
4916,309185,465,772,1629,1640,3,TWA270613005
3561,216816,465,442,1513,1482,3,TWK230902004
5574,234631,458,122,309,274,3,TWA471602006
9247,297874,465,421,1179,1065,3,TWEM30703003
9177,223979,465,795,2226,2277,24,HKE051100272
6757,187559,465,506,1595,1537,3,TWA770800839
8189,197093,359,60,131,122,52,FR9W11609192
7189,198112,465,314,1775,2064,3,TWU031200002
1993,287242,465,446,2043,2094,3,TWK231105509
222,276793,465,902,2161,2200,3,TWA211429007
2670,237087,458,727,1583,2115,3,TWD951643104
2093,239072,444,329,1195,1113,31,KRA301600419
1467,210442,465,432,330,621,31,KRA301500818
7461,252969,458,618,1636,1651,3,TWK951600208
767,169728,465,446,2043,2094,3,TWK231307016
8675,242102,465,913,2134,2178,3,TWK011400003
3716,274808,465,499,1384,1576,3,TWK970400710
6004,269165,458,727,1533,1535,3,TWD951643224
4238,312006,465,892,1737,430,3,TWA471311006
6142,274390,465,835,738,782,3,TWA530112201
7476,294974,465,633,1679,1735,3,TWB670704204
8459,361386,458,515,2083,2130,3,TWM611600009
2234,264986,465,530,1559,1960,3,TWA451441603
6650,262687,465,532,1485,1445,3,TWK231508402
7666,213205,2122,239,735,1014,52,JPTO00600623
4060,264986,465,730,1851,1890,3,TWT111200110
2806,216398,444,156,664,615,31,KRA301600351
5137,253724,465,729,2069,2133,3,TWD631009702
7137,271255,465,754,898,825,3,TWA471205001
1817,260388,465,845,1618,1622,3,TWA211429109
8606,260806,444,364,1243,1168,31,USHM81694013
6927,227160,465,785,453,1070,3,TWA531176502
1466,278058,458,763,1656,1946,3,TWA470719003
2965,198008,437,105,1026,949,17,JPB601601580
6021,220473,437,284,855,735,17,JPKI01620116
5085,235572,465,172,703,580,31,KRA381001057
162,258403,458,845,1533,1462,3,TWA211631204
6316,237447,921,681,229,486,31,KRA491401698
3412,201230,465,415,305,268,52,SEWEE1500509
688,292780,2022,292,1077,989,17,JPJ221200345
3251,243147,458,442,2010,2230,3,TWK231680830
7892,208666,458,937,2236,2287,3,TWK231610604
1852,276166,465,126,1338,1929,3,MYRX11400012
9166,202187,465,499,1384,2233,3,TWK970400705
2537,318670,458,733,2132,2174,3,TWA470904001
46,230295,465,880,2099,2142,3,TWD631416103
5483,215693,921,391,899,826,52,USSM11607645
9056,291004,465,766,1521,1274,3,TWA459234603
2146,276990,458,788,1927,1988,3,TWA470807001
6160,240117,465,727,2216,1885,3,TWD951143102
8224,199418,465,731,231,486,31,KRA491402516
2409,223111,465,172,816,188,31,KRA380900707
7058,260551,465,715,1931,1401,3,TWA750900503
9328,211382,465,442,2049,2100,3,TWK231609108
3302,157988,698,135,965,894,52,GBURZ0800049
6688,285489,458,733,1930,1993,3,TWA470727001
4820,269374,465,593,630,575,3,HKI490867101
4164,324940,139,74,1088,997,52,JPTO01100415
3163,212741,465,467,1314,1248,3,TWA451408301
3908,207621,458,710,1818,1840,3,TWA471010007
699,251568,1259,139,375,346,52,USRC11502210
3378,219350,458,122,309,793,3,TWA471602004
1981,260284,458,499,1384,1576,3,TWK970500911
9040,185286,1609,99,839,790,52,GBHMU1600031
1952,295053,465,622,719,674,3,TWA531428405
651,228519,465,718,1831,1856,0,TWA211650701
6565,261851,465,649,1712,1744,3,TWA210521401
1389,284760,465,861,2038,2089,3,HKE671400045
2458,222119,1259,128,1105,1017,52,QM7XC1400004
420,286406,465,872,1555,1529,3,MYPN11313102
7361,292675,465,704,503,447,3,TWA531669708
9499,245655,465,714,1759,960,3,TWA770400211
5606,197955,1011,257,766,719,52,USG4X1500776
4264,303177,465,785,176,159,3,TWA531530008
5427,205949,458,794,1349,1316,3,TWF670900212
5741,307104,458,572,1540,1513,3,TWU711601461
7273,198635,465,632,2145,1727,3,TWA770900855
5124,194351,458,499,1384,2233,3,TWK971001601
2233,251924,465,487,452,686,3,HKG580800109
5550,281077,465,577,1838,1866,3,TWA210924306
1846,287346,465,446,2067,2114,3,TWA459962211
8191,177266,465,304,778,733,52,USRC11502431
4515,312946,465,446,2043,2094,3,TWK230700705
716,205113,458,727,1679,1491,3,TWD951676108
170,185295,451,876,1082,991,3,HKJ631603001
5482,252447,465,863,2200,2237,3,TWB670706202
470,248685,458,862,1378,2238,3,TWU651601004
752,239046,465,140,2203,2250,24,HKI111400029
2856,274808,465,477,2087,1595,3,TWA450169201
5090,212950,458,507,1012,2128,3,TWCE31600005
481,222624,458,444,1306,1272,3,TWAG11600701
4213,201961,359,118,301,264,52,USRC11401950
2909,175412,465,65,1055,975,52,KRA401600174
7874,325485,465,635,2032,1673,3,TWA451311152
3658,288078,465,421,1998,2061,3,TWB519602801
4309,242592,458,446,1857,2094,3,TWK231610209
5496,228832,465,729,2099,2142,3,TWD631417206
6046,290852,465,625,1661,1458,3,TWJ971001102
4535,269003,458,662,568,512,3,TWA470915002
7715,245446,458,476,1902,1355,3,TWI431603107
796,301557,458,499,1384,1576,3,TWK970500905
9176,220368,458,476,1397,1348,3,TWI431603104
2661,252029,458,754,309,286,3,TWA471603003
3335,230774,1609,373,65,58,52,USQX91503051
7087,214552,1609,70,1326,1253,0,GBARL1400567
7681,187480,465,493,46,677,3,TWA531602994
5012,231026,465,527,1440,1408,3,TWA211518806
5925,239073,465,845,2087,1389,3,TWA210923801
4559,217547,458,917,1368,1313,3,TWL411600009
4802,199262,465,633,1679,7,3,TWB671005206
1432,268329,921,391,1654,2252,3,TWD951567106
5603,255373,465,53,2099,2142,3,TWD631551601
6415,282447,465,554,1787,2013,3,TWB730110001
9198,264568,465,633,484,1059,3,TWA531107006
7961,189544,465,662,1757,2183,3,TWA470715002
471,246595,465,14,1330,1700,3,TWA770600481
7489,258089,465,902,2161,2202,3,TWA211429008
259,210279,465,729,520,1892,3,TWD631009804
5429,287555,465,913,2218,2269,3,TW2151110001
9315,212601,444,47,2246,2300,31,US5TA1600029
3490,303020,465,622,1649,1664,3,CNA231302854
6140,323030,465,551,1155,165,3,TWB479308011
8503,219585,465,129,684,632,52,USSM11601119
5000,250462,465,421,198,1060,3,HKI491451205
5138,225175,465,53,1849,1887,3,TWD631550201
2653,242834,458,499,1384,1330,3,TWK971201110
2851,232907,458,534,384,1860,3,TWR031603007
5230,176483,465,446,2043,2094,3,TWK230801605
5722,203859,465,714,1524,1693,3,TWA770300064
8942,273240,465,902,2161,2200,3,TWA211226903
6026,286720,465,540,362,339,3,TWK231205910
8403,274599,458,662,1788,1353,3,TWA470602007
6136,210337,139,195,554,498,52,USSM11606983
2355,211565,139,32,49,45,52,USRC11602268
6228,289437,465,891,2134,1662,3,TWK011300010
2993,286325,465,790,968,1103,3,HKI490857209
6224,233874,465,872,2004,1807,3,TWA531658609
8508,241483,1609,161,54,50,0,NLS241402168
9353,246282,458,122,311,1960,3,TWA471410008
2003,308268,465,772,445,397,3,TWA531242309
6612,205453,359,152,380,109,52,USRE11600427
7033,242555,465,676,80,1091,10,TWA239200075
7239,284839,465,459,1308,1400,3,TWA770400206
8514,295288,465,835,2003,1854,3,TWJ011100309
1730,322664,465,902,2161,2200,3,TWA211630906
1421,247676,458,664,1884,2273,3,TWA471505003
1022,255582,465,14,1330,2061,3,TWA770800788
2288,283062,458,580,1477,2183,3,TWJ011600707
3082,281704,465,610,2069,1865,3,TWD631313606
2523,260969,458,662,1187,1160,3,TWA470915006
6454,240326,458,577,1021,798,3,CNZ171600502
5596,257567,458,499,1384,1576,3,TWK970000110
6165,255895,458,548,1862,1903,3,TWCB71616006
5296,206471,458,624,1657,1672,3,TWD631620202
7633,282331,465,659,2001,1603,3,TWA450065302
1958,233376,458,710,1818,1871,3,TWV451600001
5585,215457,458,772,970,900,3,TWA470408001
6490,252342,465,546,1861,1389,3,TWR031404004
3170,200097,465,446,2043,2094,3,TWA450171406
2407,202594,465,138,345,317,31,TWA531200612
1495,211173,444,320,661,612,31,KRA301600315
8589,250462,465,677,1384,1818,3,TWA770800823
6670,265195,465,466,1312,1544,3,TWF710800040
1213,254119,465,754,1917,1973,3,TWA471205009
4385,239255,458,548,1010,1903,3,TWCB71616003
9441,273031,465,772,2114,1671,3,TWA470605003
4701,245028,465,446,2043,2094,3,TWA450171402
995,256301,458,579,1630,1598,3,TWA259900304
6206,251193,465,8,77,69,3,TWA530544101
2229,217652,465,421,275,243,3,HKI490151112
1664,244088,458,887,2120,2159,3,TWAE31601052
1999,234788,465,718,1831,1856,3,TWA211555601
5182,245655,465,902,2097,1705,3,TWA211559201
6585,196754,465,23,2049,2183,3,TGTM30904002
4121,285071,921,391,1324,1412,3,TWA451294902
7068,405733,465,618,1636,1651,3,TWK241388840
627,214309,465,821,1977,2033,3,TWC051312703
95,279405,458,727,2148,1402,3,TWD951676101
3075,261328,458,845,2059,2109,3,TWA211631208
918,259668,458,662,242,1053,3,TWA470915001
4991,233534,465,512,1406,1360,3,TWK231288820
7840,253466,465,451,451,15,3,HKH611100033
4088,296936,458,794,1371,1316,3,TWF671100102
4381,302497,465,743,1682,1907,3,GTTA31202006
5325,204182,465,316,922,847,52,USSM11500753
4957,289654,458,664,892,822,3,TWA471505002
4924,177888,458,885,1029,951,3,TWBY71600003
9207,313887,465,895,2144,2184,3,TWA451212093
4683,236564,465,610,1295,1228,3,TWD631313608
6437,367432,465,785,1942,2008,3,TWA531364104
648,273763,458,710,1818,1669,3,TWA470328004
6237,228623,458,499,1384,1473,3,TWK970601101
9389,212009,458,476,1523,1942,3,TWI431603106
6749,414406,465,540,1269,1199,3,TWK231205908
3574,205609,465,391,1248,186,31,TWA531513617
8778,231108,921,745,1791,1812,3,TWB671303005
7521,259970,465,784,75,184,3,TWC150301002
9558,194977,921,680,1769,1792,3,TWD251650902
2277,273293,465,861,337,1126,3,HKE671600142
3971,239490,458,881,2107,1960,3,TWP011633701
3910,226116,458,599,1603,1608,3,CAN111300320
7280,291840,465,891,2134,2178,3,TWB870211310
5982,216189,458,708,1557,1531,3,MYM611600046
4512,198191,1259,344,966,895,31,HKI491600338
1458,231549,458,140,1990,2047,3,HKI111600009
2834,198426,465,384,1754,1771,3,TWD971500032
4721,253492,465,633,1679,1799,3,TWB671005202
4504,298109,465,786,1924,1960,3,TWA531680204
64,324937,465,818,909,836,3,TWA531579704
924,184923,465,189,1384,1576,52,GBLPF0097421
4064,280451,465,615,2192,2111,3,TWA211350301
9625,212046,465,129,416,375,52,USSM11505571
5128,263941,465,530,1442,773,3,TWA451498402
9373,189544,465,475,1592,2176,3,TWF711300025
1904,316917,465,786,1162,1094,3,TWA531156603
3892,262582,921,749,1814,1293,3,TWX351400077
6747,234475,465,503,1533,1700,3,TWK231105001
2628,248372,465,14,1394,2042,3,TWA770700647
5020,220667,465,346,489,440,52,USSM11301638
9518,316995,465,829,1636,1651,3,TWV571402031
3958,277324,458,591,1957,2160,3,TWC150111007
5442,251402,458,548,1010,1904,3,TWP011524701
1564,187104,458,458,1304,1236,3,TWAK11600013
6961,227196,465,134,743,696,52,GBARL1500982
1599,300930,465,46,1338,1720,3,TWB671112202
7720,225024,921,764,1919,1977,3,HK1031400037
7787,238445,465,481,2068,1420,3,TWA450892201
9366,230086,465,330,1829,1779,3,TWD950406101
7700,202187,1616,31,35,38,52,NG0841613020
6397,235415,465,391,213,561,3,TWA531532504
1905,323941,465,794,1371,1316,3,TWF671300101
2992,285698,465,693,219,1701,3,TWV911300001
1924,264568,465,446,2043,2094,3,TWK230902425
4400,242416,465,499,1384,1330,3,TWK970400704
2870,216920,465,638,1644,1737,3,TWB670506101
1465,213216,465,724,2129,1477,3,TWA451500405
1138,265822,465,23,2049,2183,3,TGTM30904011
7910,258507,465,178,2000,2059,3,TWA471207005
273,261433,465,330,1384,1587,3,TWD950606201
1864,260284,458,499,1384,1576,3,TWK971201104
741,243716,921,391,165,152,3,TWA531327602
3579,263105,465,512,1406,1358,3,TWK231104104
3493,216607,465,442,1013,1571,3,TWK231609101
5619,237400,465,255,755,711,3,TWK231407701
6936,303438,465,895,2144,2184,3,TWA451212098
3508,216920,465,442,1533,2238,3,TWK231103808
6319,231131,465,639,525,1995,3,TWD951234101
574,280973,458,179,1616,2238,3,TWU711601827
1779,183379,458,467,1314,1248,3,TWA451610311
6850,261537,458,122,311,279,3,TWA471410010
946,258403,465,633,1679,1720,3,TWA531480011
4043,257880,465,838,1454,2238,3,TWA451102903
5573,225906,465,530,497,1338,3,TWA451499006
419,253152,458,541,1839,2181,3,HKD251235702
7592,300617,465,924,1164,97,10,TWA270917003
7243,246935,465,493,697,338,3,TWA531602992
8591,280137,465,734,1853,1896,3,TWK011400001
8746,269270,465,676,2086,1813,10,TWI431500102
7228,206239,465,308,83,78,52,USRC11201120
3727,241371,444,112,2,2,31,KRA301600286
7953,269664,458,639,2105,2160,3,TWD951634201
7292,226508,465,112,364,1173,3,KRA301300273
717,255503,921,343,827,783,31,TWA531604022
1380,212741,465,421,1463,1676,3,TWU971402001
5452,277838,458,726,411,1882,3,TWB511694004
2930,255187,2122,239,69,49,52,JPTO00301347
6194,194142,465,6,148,135,31,TWA531400274
6781,210024,465,524,1280,1209,3,TWK231508802
897,232280,465,464,1425,1381,3,TWA451509301
349,307095,465,446,2067,2114,3,TWA459962205
7430,215980,465,498,1380,2118,3,CNUM70900008
36,272822,465,442,1339,2240,3,TWK230902001
8521,203937,1609,353,133,126,52,GBCEN1602900
3759,167000,1616,31,36,38,52,NOG841618010
5635,214204,458,662,2084,1179,3,TWA471107001
3929,243252,465,330,2181,1588,3,TWD950506204
801,280555,465,446,2043,2094,3,TWA450065403
534,213275,465,59,787,742,52,USJI10900602
7606,239386,465,575,1548,1516,3,TWB879702703
5169,218174,465,632,1534,1533,3,TWA770900944
4031,269775,465,258,2176,2216,52,GBARL1401524
6515,228391,465,593,630,669,3,HKI490667205
6268,253779,465,490,618,678,3,TWA531612706
8713,233430,465,931,949,2280,3,TWA451599502
3801,245585,465,375,770,723,52,GBARL1400978
7849,283271,465,602,2106,2177,3,TWF711000058
7290,260284,465,697,1750,1389,3,TWD950936103
9380,297795,465,835,1942,2008,3,TWB939802061
7802,218488,465,625,498,1458,3,TWJ970700503
4623,324440,465,421,1351,1387,3,TWB519704102
5477,213577,465,758,1982,1781,3,TWA211552301
8434,365400,465,876,1602,1700,3,HKUM70801107
7206,277733,465,758,1293,2169,3,TWA210217103
8960,277733,2122,39,2270,2320,17,JPZ921109150
314,227996,465,26,26,30,52,GBBKS1000335
7888,218407,921,681,640,586,31,KRA491401701
2023,328107,465,895,2144,2184,3,TWV671300011
2838,269688,465,499,1384,2010,3,TWK970200303
557,231653,465,835,1942,2008,3,TWC279903041
7474,256313,465,460,1285,2115,3,TWD951044103
4860,296437,2157,676,1766,1789,10,TWI431603234
6467,284630,465,614,761,1103,3,TWA531478807
6035,259239,465,600,1605,2091,3,TWQ951000106
2308,240698,465,876,1563,1700,3,HKD250231307
7429,213159,444,414,1213,1133,31,KRC491600001
1322,245760,444,112,0,0,31,KRA301600284
8444,208039,1259,702,1421,1378,3,TWA451294116
1536,246700,444,337,1194,596,31,KRA301600392
2358,188708,444,19,711,660,31,TWA531600951
4140,286406,465,555,1509,1478,3,TWP011508502
4137,232698,458,727,1331,1700,3,TWD951643214
3288,234422,1616,260,772,726,52,NLM5S1600010
334,241066,458,480,2225,1909,3,TWD951601101
6959,230504,465,46,168,252,3,TWB671317201
7205,253387,465,540,1559,2238,3,TWK231307202
1479,258507,465,692,1384,2064,3,TWC230407401
7512,287764,465,835,1930,2262,3,TWA219403701
5658,214726,444,336,749,703,31,KRE171600010
7935,227474,465,625,548,1458,3,TWH150500002
7522,271777,465,446,2043,2094,3,TWK240900413
5071,212532,465,625,1585,1458,3,TWJ970800904
945,235868,465,710,2070,1700,3,TWA479820003
1191,196571,921,391,940,348,31,TWA531602671
96,310272,465,789,1929,1992,3,CNA651302299
4335,282144,465,727,1735,1995,3,TWD951043109
5370,233743,458,754,422,1046,3,TWA471412005
6651,259691,465,593,630,212,3,HKI491267103
7245,253387,465,490,1357,1291,3,TWF711000033
6292,271046,465,607,1615,1620,3,TWA211126302
860,285082,458,499,1384,1558,3,TWK970100205
834,264463,465,794,1371,1316,3,TWF670600302
2278,289436,465,902,2161,2200,3,TWA211226904
970,289541,465,763,52,1161,3,TWA470604003
934,228832,465,421,453,662,3,HKI490651102
2204,300826,465,459,1958,1853,3,TWA770300072
121,287346,465,603,692,1894,3,TWA211558101
7370,294034,465,837,1994,2054,3,SGT451000229
2647,203424,921,391,1814,1214,3,TWX351600067
6363,231862,465,880,2099,2142,3,TWD631416104
7499,285120,2157,637,1507,1474,10,TWK811612002
3893,233743,465,784,2069,1700,3,TWC159903003
971,250462,458,878,1231,1148,3,TWB010300106
5329,288624,465,791,1931,1994,3,TWK330800003
8451,202919,465,844,1154,174,3,TWA531261802
9494,198530,465,593,630,575,3,HKI490867402
7362,298448,465,123,12,144,3,TWA531663606
5684,244688,465,391,1125,1027,31,TWA531600107
2808,226220,465,589,1576,1564,3,TWP031100103
9241,476995,465,633,1562,1549,3,TWB671109211
9014,219951,444,112,5,5,31,KRA301600292
8463,244924,465,466,1312,1245,3,TWA450582102
2215,258612,465,844,1592,2041,3,TWA531584111
5813,235833,465,446,2067,2114,3,TWA459962212
7610,162272,829,495,1366,1310,3,TWA211558001
3513,231340,465,446,2043,2094,3,TWA450160904
